node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,geometry
10000066,1054,-112.1982823,33.63831474,transit,,,POINT (-112.1982823 33.63831474)
10000067,1055,-112.0951103,33.52385975,transit,,,POINT (-112.0951103 33.52385975)
10000068,1056,-112.086136,33.52381886,transit,,,POINT (-112.086136 33.52381886)
10000069,1057,-112.0930508,33.52385035,transit,,,POINT (-112.0930508 33.52385035)
10000070,1058,-112.0989568,33.52393386,transit,,,POINT (-112.0989568 33.52393386)
10000071,1059,-112.1030721,33.5240171,transit,,,POINT (-112.1030721 33.5240171)
10000072,106,-111.9511986,33.64026399,transit,,,POINT (-111.9511986 33.64026399)
10000073,1060,-112.1078867,33.52398253,transit,,,POINT (-112.1078867 33.52398253)
10000074,1061,-112.1159047,33.52390402,transit,,,POINT (-112.1159047 33.52390402)
10000075,1062,-112.120875,33.52391876,transit,,,POINT (-112.120875 33.52391876)
10000076,1063,-112.125266,33.52390065,transit,,,POINT (-112.125266 33.52390065)
10000077,1064,-112.1293928,33.52388071,transit,,,POINT (-112.1293928 33.52388071)
10000078,1065,-112.1336813,33.52386238,transit,,,POINT (-112.1336813 33.52386238)
10000079,1066,-112.13801,33.52386444,transit,,,POINT (-112.13801 33.52386444)
10000080,1067,-112.142346,33.5238462,transit,,,POINT (-112.142346 33.5238462)
10000081,1068,-112.0774128,33.52372673,transit,,,POINT (-112.0774128 33.52372673)
10000082,1069,-112.1506724,33.52378158,transit,,,POINT (-112.1506724 33.52378158)
10000083,107,-111.9478679,33.64032212,transit,,,POINT (-111.9478679 33.64032212)
10000084,1070,-112.1562574,33.52382644,transit,,,POINT (-112.1562574 33.52382644)
10000085,1071,-112.1591975,33.52383091,transit,,,POINT (-112.1591975 33.52383091)
10000086,1072,-112.1637449,33.52385372,transit,,,POINT (-112.1637449 33.52385372)
10000087,1073,-112.1677109,33.52381079,transit,,,POINT (-112.1677109 33.52381079)
10000088,1074,-112.1768143,33.52390917,transit,,,POINT (-112.1768143 33.52390917)
10000089,1075,-112.1812506,33.523936,transit,,,POINT (-112.1812506 33.523936)
10000090,1076,-112.185569,33.5239606,transit,,,POINT (-112.185569 33.5239606)
10000091,1077,-112.190177,33.52390694,transit,,,POINT (-112.190177 33.52390694)
10000092,1078,-112.1945667,33.52387247,transit,,,POINT (-112.1945667 33.52387247)
10000093,1079,-112.2026627,33.52370793,transit,,,POINT (-112.2026627 33.52370793)
10000094,108,-111.9424562,33.64025963,transit,,,POINT (-111.9424562 33.64025963)
10000095,1080,-112.0817157,33.52375761,transit,,,POINT (-112.0817157 33.52375761)
10000096,1081,-112.170605,33.52388681,transit,,,POINT (-112.170605 33.52388681)
10000097,1083,-112.1475369,33.52382463,transit,,,POINT (-112.1475369 33.52382463)
10000098,1084,-112.1997847,33.52379737,transit,,,POINT (-112.1997847 33.52379737)
10000099,1085,-112.1111393,33.52395947,transit,,,POINT (-112.1111393 33.52395947)
10000100,1086,-111.9442696,33.40724691,transit,,,POINT (-111.9442696 33.40724691)
10000101,1087,-112.0901583,33.40663573,transit,,,POINT (-112.0901583 33.40663573)
10000102,1088,-111.9775049,33.40719044,transit,,,POINT (-111.9775049 33.40719044)
10000103,1089,-112.0814145,33.4066054,transit,,,POINT (-112.0814145 33.4066054)
10000104,109,-111.9379676,33.64025729,transit,,,POINT (-111.9379676 33.64025729)
10000105,1090,-111.856107,33.40747664,transit,,,POINT (-111.856107 33.40747664)
10000106,1091,-111.965345,33.4073478,transit,,,POINT (-111.965345 33.4073478)
10000107,1092,-111.8394795,33.40775649,transit,,,POINT (-111.8394795 33.40775649)
10000108,1093,-111.958065,33.40728831,transit,,,POINT (-111.958065 33.40728831)
10000109,1094,-111.8440606,33.40767914,transit,,,POINT (-111.8440606 33.40767914)
10000110,1095,-111.8736297,33.40740447,transit,,,POINT (-111.8736297 33.40740447)
10000111,1096,-111.886773,33.40737972,transit,,,POINT (-111.886773 33.40737972)
10000112,1097,-111.848003,33.40762631,transit,,,POINT (-111.848003 33.40762631)
10000113,1098,-111.9517506,33.40726056,transit,,,POINT (-111.9517506 33.40726056)
10000114,1099,-111.9545214,33.40728866,transit,,,POINT (-111.9545214 33.40728866)
10000115,11,-111.9388179,33.42537018,transit,,,POINT (-111.9388179 33.42537018)
10000116,110,-111.9334585,33.63973108,transit,,,POINT (-111.9334585 33.63973108)
10000117,1100,-111.8651863,33.40748388,transit,,,POINT (-111.8651863 33.40748388)
10000118,1101,-111.8337504,33.40773581,transit,,,POINT (-111.8337504 33.40773581)
10000119,1102,-112.0653587,33.67017202,transit,,,POINT (-112.0653587 33.67017202)
10000120,1103,-111.960292,33.40732047,transit,,,POINT (-111.960292 33.40732047)
10000121,1104,-111.8364477,33.40776979,transit,,,POINT (-111.8364477 33.40776979)
10000122,1105,-111.9474289,33.40725812,transit,,,POINT (-111.9474289 33.40725812)
10000123,1106,-111.882874,33.40739494,transit,,,POINT (-111.882874 33.40739494)
10000124,1107,-111.8676584,33.40748653,transit,,,POINT (-111.8676584 33.40748653)
10000125,1108,-111.8607583,33.40750728,transit,,,POINT (-111.8607583 33.40750728)
10000126,1109,-112.0654653,33.67378238,transit,,,POINT (-112.0654653 33.67378238)
10000127,111,-112.0650025,33.64012055,transit,,,POINT (-112.0650025 33.64012055)
10000128,1110,-112.065418,33.67715182,transit,,,POINT (-112.065418 33.67715182)
10000129,1111,-111.8783139,33.40743314,transit,,,POINT (-111.8783139 33.40743314)
10000130,1112,-112.085198,33.40661737,transit,,,POINT (-112.085198 33.40661737)
10000131,1114,-111.8528288,33.40757177,transit,,,POINT (-111.8528288 33.40757177)
10000132,1115,-112.1254685,33.43682677,transit,,,POINT (-112.1254685 33.43682677)
10000133,1116,-112.1977853,33.43707344,transit,,,POINT (-112.1977853 33.43707344)
10000134,1117,-112.0907714,33.43665564,transit,,,POINT (-112.0907714 33.43665564)
10000135,1118,-112.0953231,33.43665104,transit,,,POINT (-112.0953231 33.43665104)
10000136,1119,-112.0994849,33.43664254,transit,,,POINT (-112.0994849 33.43664254)
10000137,112,-112.0607446,33.64016395,transit,,,POINT (-112.0607446 33.64016395)
10000138,1120,-112.1126051,33.43671491,transit,,,POINT (-112.1126051 33.43671491)
10000139,1121,-112.0654724,33.68062564,transit,,,POINT (-112.0654724 33.68062564)
10000140,1122,-112.1166594,33.43667799,transit,,,POINT (-112.1166594 33.43667799)
10000141,1123,-112.1213545,33.43677515,transit,,,POINT (-112.1213545 33.43677515)
10000142,1124,-112.0663874,33.68402151,transit,,,POINT (-112.0663874 33.68402151)
10000143,1125,-112.0746759,33.68389309,transit,,,POINT (-112.0746759 33.68389309)
10000144,1126,-112.1299237,33.43682508,transit,,,POINT (-112.1299237 33.43682508)
10000145,1127,-112.1341356,33.43678435,transit,,,POINT (-112.1341356 33.43678435)
10000146,1128,-112.1383728,33.43679325,transit,,,POINT (-112.1383728 33.43679325)
10000147,1129,-112.1426307,33.43680273,transit,,,POINT (-112.1426307 33.43680273)
10000148,113,-112.0303278,33.64033038,transit,,,POINT (-112.0303278 33.64033038)
10000149,1130,-112.1466715,33.43678872,transit,,,POINT (-112.1466715 33.43678872)
10000150,1131,-112.151149,33.43678977,transit,,,POINT (-112.151149 33.43678977)
10000151,1132,-112.1599482,33.4367271,transit,,,POINT (-112.1599482 33.4367271)
10000152,1133,-112.0788583,33.43699101,transit,,,POINT (-112.0788583 33.43699101)
10000153,1134,-112.1687702,33.43663496,transit,,,POINT (-112.1687702 33.43663496)
10000154,1135,-112.174793,33.43674542,transit,,,POINT (-112.174793 33.43674542)
10000155,1136,-112.1803231,33.43682731,transit,,,POINT (-112.1803231 33.43682731)
10000156,1137,-112.1845832,33.436832,transit,,,POINT (-112.1845832 33.436832)
10000157,1138,-112.1948566,33.43703157,transit,,,POINT (-112.1948566 33.43703157)
10000158,1139,-112.2024734,33.43704366,transit,,,POINT (-112.2024734 33.43704366)
10000159,114,-112.0739378,33.64009179,transit,,,POINT (-112.0739378 33.64009179)
10000160,1140,-112.0819197,33.4367787,transit,,,POINT (-112.0819197 33.4367787)
10000161,1141,-112.1071736,33.43668201,transit,,,POINT (-112.1071736 33.43668201)
10000162,1142,-112.073209,33.43673633,transit,,,POINT (-112.073209 33.43673633)
10000163,1143,-112.1039296,33.43666786,transit,,,POINT (-112.1039296 33.43666786)
10000164,1144,-112.0864487,33.43667842,transit,,,POINT (-112.0864487 33.43667842)
10000165,1145,-112.137306,33.596197,transit,,,POINT (-112.137306 33.596197)
10000166,1146,-112.153707,33.596197,transit,,,POINT (-112.153707 33.596197)
10000167,1147,-112.103507,33.596299,transit,,,POINT (-112.103507 33.596299)
10000168,1148,-112.107306,33.596299,transit,,,POINT (-112.107306 33.596299)
10000169,1149,-112.119652,33.59627073,transit,,,POINT (-112.119652 33.59627073)
10000170,115,-111.9770776,33.64039599,transit,,,POINT (-111.9770776 33.64039599)
10000171,1150,-112.124807,33.596199,transit,,,POINT (-112.124807 33.596199)
10000172,1151,-112.129004,33.596198,transit,,,POINT (-112.129004 33.596198)
10000173,1152,-112.1333505,33.59623419,transit,,,POINT (-112.1333505 33.59623419)
10000174,1153,-112.142006,33.596197,transit,,,POINT (-112.142006 33.596197)
10000175,1154,-112.146305,33.596197,transit,,,POINT (-112.146305 33.596197)
10000176,1155,-112.0782763,33.68388673,transit,,,POINT (-112.0782763 33.68388673)
10000177,1156,-112.1505506,33.59622369,transit,,,POINT (-112.1505506 33.59622369)
10000178,1157,-112.156706,33.596199,transit,,,POINT (-112.156706 33.596199)
10000179,1158,-112.159423,33.596228,transit,,,POINT (-112.159423 33.596228)
10000180,1159,-112.163806,33.596199,transit,,,POINT (-112.163806 33.596199)
10000181,116,-111.9287372,33.63870582,transit,,,POINT (-111.9287372 33.63870582)
10000182,1160,-112.1679088,33.59621073,transit,,,POINT (-112.1679088 33.59621073)
10000183,1161,-112.112505,33.596299,transit,,,POINT (-112.112505 33.596299)
10000184,1162,-112.1596963,33.50933478,transit,,,POINT (-112.1596963 33.50933478)
10000185,1163,-112.0854562,33.5092354,transit,,,POINT (-112.0854562 33.5092354)
10000186,1164,-112.0902112,33.50932709,transit,,,POINT (-112.0902112 33.50932709)
10000187,1165,-112.0950944,33.50938718,transit,,,POINT (-112.0950944 33.50938718)
10000188,1166,-112.0990683,33.50933994,transit,,,POINT (-112.0990683 33.50933994)
10000189,1167,-112.1038077,33.50946949,transit,,,POINT (-112.1038077 33.50946949)
10000190,1168,-112.1080194,33.50943131,transit,,,POINT (-112.1080194 33.50943131)
10000191,1169,-112.1163751,33.50932627,transit,,,POINT (-112.1163751 33.50932627)
10000192,117,-112.0601262,33.5236321,transit,,,POINT (-112.0601262 33.5236321)
10000193,1170,-112.1251575,33.50935211,transit,,,POINT (-112.1251575 33.50935211)
10000194,1171,-112.1293229,33.50935189,transit,,,POINT (-112.1293229 33.50935189)
10000195,1172,-112.1337125,33.50931037,transit,,,POINT (-112.1337125 33.50931037)
10000196,1173,-112.1378382,33.50933478,transit,,,POINT (-112.1378382 33.50933478)
10000197,1174,-112.1421233,33.50930731,transit,,,POINT (-112.1421233 33.50930731)
10000198,1175,-112.0775445,33.5091062,transit,,,POINT (-112.0775445 33.5091062)
10000199,1176,-112.1550161,33.50933055,transit,,,POINT (-112.1550161 33.50933055)
10000200,1177,-112.1681807,33.50930878,transit,,,POINT (-112.1681807 33.50930878)
10000201,1178,-112.1725526,33.5093728,transit,,,POINT (-112.1725526 33.5093728)
10000202,1179,-112.1770496,33.50941578,transit,,,POINT (-112.1770496 33.50941578)
10000203,118,-112.0557074,33.52363246,transit,,,POINT (-112.0557074 33.52363246)
10000204,1180,-112.1816394,33.50944643,transit,,,POINT (-112.1816394 33.50944643)
10000205,1181,-112.1856917,33.50943648,transit,,,POINT (-112.1856917 33.50943648)
10000206,1182,-112.191161,33.50940401,transit,,,POINT (-112.191161 33.50940401)
10000207,1183,-112.194713,33.50935347,transit,,,POINT (-112.194713 33.50935347)
10000208,1184,-112.0818466,33.50904932,transit,,,POINT (-112.0818466 33.50904932)
10000209,1185,-112.1108184,33.50940863,transit,,,POINT (-112.1108184 33.50940863)
10000210,1186,-112.1507663,33.50930299,transit,,,POINT (-112.1507663 33.50930299)
10000211,1187,-112.1449965,33.50931706,transit,,,POINT (-112.1449965 33.50931706)
10000212,1188,-112.1215729,33.5093572,transit,,,POINT (-112.1215729 33.5093572)
10000213,119,-112.0522505,33.52362729,transit,,,POINT (-112.0522505 33.52362729)
10000214,1197,-111.8538866,33.30594547,transit,,,POINT (-111.8538866 33.30594547)
10000215,1198,-112.0773241,33.68358068,transit,,,POINT (-112.0773241 33.68358068)
10000216,1199,-111.9621239,33.30512551,transit,,,POINT (-111.9621239 33.30512551)
10000217,120,-112.0690913,33.52367185,transit,,,POINT (-112.0690913 33.52367185)
10000218,1200,-111.8583133,33.30589539,transit,,,POINT (-111.8583133 33.30589539)
10000219,1201,-111.955496,33.30513989,transit,,,POINT (-111.955496 33.30513989)
10000220,1202,-111.9017698,33.30546027,transit,,,POINT (-111.9017698 33.30546027)
10000221,1203,-112.0736992,33.68359684,transit,,,POINT (-112.0736992 33.68359684)
10000222,1205,-111.8758098,33.30581158,transit,,,POINT (-111.8758098 33.30581158)
10000223,1206,-111.9339663,33.30525787,transit,,,POINT (-111.9339663 33.30525787)
10000224,1207,-111.9194978,33.30529536,transit,,,POINT (-111.9194978 33.30529536)
10000225,1208,-111.9411813,33.30522786,transit,,,POINT (-111.9411813 33.30522786)
10000226,1209,-111.9106479,33.30525991,transit,,,POINT (-111.9106479 33.30525991)
10000227,121,-112.0643883,33.52364243,transit,,,POINT (-112.0643883 33.52364243)
10000228,1210,-111.897127,33.305565,transit,,,POINT (-111.897127 33.305565)
10000229,1212,-111.8712722,33.30582489,transit,,,POINT (-111.8712722 33.30582489)
10000230,1213,-111.8920292,33.30573099,transit,,,POINT (-111.8920292 33.30573099)
10000231,1214,-111.9505915,33.30516912,transit,,,POINT (-111.9505915 33.30516912)
10000232,1215,-111.9279465,33.30526116,transit,,,POINT (-111.9279465 33.30526116)
10000233,1216,-111.9233332,33.3052968,transit,,,POINT (-111.9233332 33.3052968)
10000234,1217,-111.8631353,33.30590193,transit,,,POINT (-111.8631353 33.30590193)
10000235,1218,-111.8799363,33.30578658,transit,,,POINT (-111.8799363 33.30578658)
10000236,122,-112.0730399,33.52369129,transit,,,POINT (-112.0730399 33.52369129)
10000237,1220,-111.8668238,33.30586541,transit,,,POINT (-111.8668238 33.30586541)
10000238,1223,-112.1293261,33.57804271,transit,,,POINT (-112.1293261 33.57804271)
10000239,1224,-112.1271945,33.57628905,transit,,,POINT (-112.1271945 33.57628905)
10000240,1225,-111.843754,33.353746,transit,,,POINT (-111.843754 33.353746)
10000241,1226,-112.1241236,33.62099371,transit,,,POINT (-112.1241236 33.62099371)
10000242,1227,-112.0658834,33.68319301,transit,,,POINT (-112.0658834 33.68319301)
10000243,1228,-112.0658147,33.67968712,transit,,,POINT (-112.0658147 33.67968712)
10000244,1229,-112.0859172,33.36306677,transit,,,POINT (-112.0859172 33.36306677)
10000245,123,-111.9924845,33.40718457,transit,,,POINT (-111.9924845 33.40718457)
10000246,1230,-112.0914319,33.36304828,transit,,,POINT (-112.0914319 33.36304828)
10000247,1231,-112.079807,33.36312781,transit,,,POINT (-112.079807 33.36312781)
10000248,1232,-112.076566,33.56757754,transit,,,POINT (-112.076566 33.56757754)
10000249,1233,-112.0658098,33.6759944,transit,,,POINT (-112.0658098 33.6759944)
10000250,1234,-112.0865721,33.56745577,transit,,,POINT (-112.0865721 33.56745577)
10000251,1235,-112.0907422,33.56746882,transit,,,POINT (-112.0907422 33.56746882)
10000252,1236,-112.0942447,33.56748471,transit,,,POINT (-112.0942447 33.56748471)
10000253,1237,-112.0990036,33.56747325,transit,,,POINT (-112.0990036 33.56747325)
10000254,1238,-112.1076764,33.56741883,transit,,,POINT (-112.1076764 33.56741883)
10000255,1239,-112.1119599,33.56743983,transit,,,POINT (-112.1119599 33.56743983)
10000256,124,-111.7833726,33.4080169,transit,,,POINT (-111.7833726 33.4080169)
10000257,1240,-112.1251843,33.56745505,transit,,,POINT (-112.1251843 33.56745505)
10000258,1241,-112.0658,33.67274884,transit,,,POINT (-112.0658 33.67274884)
10000259,1242,-112.133325,33.56743094,transit,,,POINT (-112.133325 33.56743094)
10000260,1243,-112.1379569,33.56742711,transit,,,POINT (-112.1379569 33.56742711)
10000261,1244,-112.1423945,33.56742844,transit,,,POINT (-112.1423945 33.56742844)
10000262,1245,-112.1512094,33.56740432,transit,,,POINT (-112.1512094 33.56740432)
10000263,1246,-112.0816491,33.56746336,transit,,,POINT (-112.0816491 33.56746336)
10000264,1247,-112.1161763,33.56738449,transit,,,POINT (-112.1161763 33.56738449)
10000265,1248,-112.1289123,33.56744005,transit,,,POINT (-112.1289123 33.56744005)
10000266,1249,-112.1023669,33.56748359,transit,,,POINT (-112.1023669 33.56748359)
10000267,125,-112.0427558,33.40669653,transit,,,POINT (-112.0427558 33.40669653)
10000268,1250,-112.0658557,33.66778644,transit,,,POINT (-112.0658557 33.66778644)
10000269,1251,-112.06578,33.66535625,transit,,,POINT (-112.06578 33.66535625)
10000270,1252,-112.0657671,33.66165646,transit,,,POINT (-112.0657671 33.66165646)
10000271,1253,-112.1197123,33.56741736,transit,,,POINT (-112.1197123 33.56741736)
10000272,1254,-112.0657494,33.65840044,transit,,,POINT (-112.0657494 33.65840044)
10000273,1255,-112.1487358,33.56742177,transit,,,POINT (-112.1487358 33.56742177)
10000274,126,-111.7277932,33.40822994,transit,,,POINT (-111.7277932 33.40822994)
10000275,1262,-111.8696701,33.34952603,transit,,,POINT (-111.8696701 33.34952603)
10000276,1263,-111.9494754,33.3490357,transit,,,POINT (-111.9494754 33.3490357)
10000277,1264,-111.8874758,33.34930862,transit,,,POINT (-111.8874758 33.34930862)
10000278,1265,-111.8578869,33.34954413,transit,,,POINT (-111.8578869 33.34954413)
10000279,1266,-111.8823128,33.34938206,transit,,,POINT (-111.8823128 33.34938206)
10000280,1267,-111.8662986,33.34955278,transit,,,POINT (-111.8662986 33.34955278)
10000281,1268,-111.8757644,33.34936509,transit,,,POINT (-111.8757644 33.34936509)
10000282,1269,-111.8923961,33.3491588,transit,,,POINT (-111.8923961 33.3491588)
10000283,127,-112.0551733,33.4066385,transit,,,POINT (-112.0551733 33.4066385)
10000284,1270,-111.8306171,33.34962679,transit,,,POINT (-111.8306171 33.34962679)
10000285,1271,-111.9807909,33.3487999,transit,,,POINT (-111.9807909 33.3487999)
10000286,1272,-111.8120961,33.34972911,transit,,,POINT (-111.8120961 33.34972911)
10000287,1273,-111.79314,33.3498679,transit,,,POINT (-111.79314 33.3498679)
10000288,1274,-111.8060095,33.34975204,transit,,,POINT (-111.8060095 33.34975204)
10000289,1275,-111.9537088,33.34896368,transit,,,POINT (-111.9537088 33.34896368)
10000290,1276,-111.8196873,33.34967841,transit,,,POINT (-111.8196873 33.34967841)
10000291,1277,-111.8023667,33.34977267,transit,,,POINT (-111.8023667 33.34977267)
10000292,1278,-111.8237535,33.34961645,transit,,,POINT (-111.8237535 33.34961645)
10000293,1279,-111.7986298,33.34979367,transit,,,POINT (-111.7986298 33.34979367)
10000294,128,-112.0510182,33.4066587,transit,,,POINT (-112.0510182 33.4066587)
10000295,1280,-111.9625343,33.3489416,transit,,,POINT (-111.9625343 33.3489416)
10000296,1281,-111.9578635,33.34899435,transit,,,POINT (-111.9578635 33.34899435)
10000297,1282,-111.8482794,33.3496446,transit,,,POINT (-111.8482794 33.3496446)
10000298,129,-112.0464765,33.40664302,transit,,,POINT (-112.0464765 33.40664302)
10000299,13,-111.8556183,33.42930628,transit,,,POINT (-111.8556183 33.42930628)
10000300,130,-112.0386452,33.40672528,transit,,,POINT (-112.0386452 33.40672528)
10000301,1304,-112.0809081,33.4546768,transit,,,POINT (-112.0809081 33.4546768)
10000302,1306,-112.0791731,33.45464962,transit,,,POINT (-112.0791731 33.45464962)
10000303,1307,-111.8581982,33.29867489,transit,,,POINT (-111.8581982 33.29867489)
10000304,1308,-111.8433381,33.29879752,transit,,,POINT (-111.8433381 33.29879752)
10000305,1309,-111.8536466,33.29873426,transit,,,POINT (-111.8536466 33.29873426)
10000306,131,-112.0337011,33.40676853,transit,,,POINT (-112.0337011 33.40676853)
10000307,1310,-111.8465734,33.29878203,transit,,,POINT (-111.8465734 33.29878203)
10000308,1311,-112.0868368,33.53832762,transit,,,POINT (-112.0868368 33.53832762)
10000309,1312,-112.0906573,33.53836543,transit,,,POINT (-112.0906573 33.53836543)
10000310,1314,-112.0958426,33.53848201,transit,,,POINT (-112.0958426 33.53848201)
10000311,1315,-112.0986671,33.53844493,transit,,,POINT (-112.0986671 33.53844493)
10000312,1316,-112.1035506,33.53853309,transit,,,POINT (-112.1035506 33.53853309)
10000313,1317,-112.1077537,33.53849576,transit,,,POINT (-112.1077537 33.53849576)
10000314,1318,-112.116256,33.53845052,transit,,,POINT (-112.116256 33.53845052)
10000315,1319,-112.121504,33.538298,transit,,,POINT (-112.121504 33.538298)
10000316,132,-112.0289988,33.40678333,transit,,,POINT (-112.0289988 33.40678333)
10000317,1320,-112.1250973,33.53844188,transit,,,POINT (-112.1250973 33.53844188)
10000318,1321,-112.1295536,33.53843573,transit,,,POINT (-112.1295536 33.53843573)
10000319,1322,-112.1333792,33.53833962,transit,,,POINT (-112.1333792 33.53833962)
10000320,1323,-112.1423753,33.53837714,transit,,,POINT (-112.1423753 33.53837714)
10000321,1324,-112.0778412,33.5382314,transit,,,POINT (-112.0778412 33.5382314)
10000322,1325,-112.1466868,33.53836259,transit,,,POINT (-112.1466868 33.53836259)
10000323,1326,-112.1508842,33.53833619,transit,,,POINT (-112.1508842 33.53833619)
10000324,1327,-112.1572048,33.53833202,transit,,,POINT (-112.1572048 33.53833202)
10000325,1328,-112.1644434,33.538328,transit,,,POINT (-112.1644434 33.538328)
10000326,1329,-112.1694952,33.53831722,transit,,,POINT (-112.1694952 33.53831722)
10000327,133,-111.779443,33.40801731,transit,,,POINT (-111.779443 33.40801731)
10000328,1330,-112.1738407,33.53838823,transit,,,POINT (-112.1738407 33.53838823)
10000329,1331,-112.177034,33.53839049,transit,,,POINT (-112.177034 33.53839049)
