demand_period,time_period,agent_type,o_zone_id,d_zone_id,volume,geometry
AM,0900_0930,cav,8,3,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.419042,)"
AM,0900_0930,ev,8,3,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.419042,)"
AM,0900_0930,traveler,8,3,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.419042,)"
AM,0900_0930,auto,8,4,3.3670,"LINESTRING (-111.927871 33.420269,-111.922590 33.412700,)"
AM,0900_0930,walk,8,4,3.3670,"LINESTRING (-111.927871 33.420269,-111.922590 33.412700,)"
AM,0900_0930,bike,8,4,3.3670,"LINESTRING (-111.927871 33.420269,-111.922590 33.412700,)"
AM,0900_0930,bus,8,4,3.3670,"LINESTRING (-111.927871 33.420269,-111.922590 33.412700,)"
AM,0900_0930,truck,8,4,3.3670,"LINESTRING (-111.927871 33.420269,-111.922590 33.412700,)"
AM,0900_0930,cav,8,4,3.3670,"LINESTRING (-111.927871 33.420269,-111.922590 33.412700,)"
AM,0900_0930,ev,8,4,3.3670,"LINESTRING (-111.927871 33.420269,-111.922590 33.412700,)"
AM,0900_0930,traveler,8,4,3.3670,"LINESTRING (-111.927871 33.420269,-111.922590 33.412700,)"
AM,0900_0930,auto,8,5,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.420170,)"
AM,0900_0930,walk,8,5,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.420170,)"
AM,0900_0930,bike,8,5,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.420170,)"
AM,0900_0930,bus,8,5,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.420170,)"
AM,0900_0930,truck,8,5,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.420170,)"
AM,0900_0930,cav,8,5,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.420170,)"
AM,0900_0930,ev,8,5,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.420170,)"
AM,0900_0930,traveler,8,5,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.420170,)"
AM,0900_0930,auto,8,6,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.412895,)"
AM,0900_0930,walk,8,6,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.412895,)"
AM,0900_0930,bike,8,6,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.412895,)"
AM,0900_0930,bus,8,6,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.412895,)"
AM,0900_0930,truck,8,6,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.412895,)"
AM,0900_0930,cav,8,6,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.412895,)"
AM,0900_0930,ev,8,6,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.412895,)"
AM,0900_0930,traveler,8,6,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.412895,)"
AM,0900_0930,auto,8,7,1.6835,"LINESTRING (-111.927871 33.420269,-111.942400 33.416191,)"
AM,0900_0930,walk,8,7,1.6835,"LINESTRING (-111.927871 33.420269,-111.942400 33.416191,)"
AM,0900_0930,bike,8,7,1.6835,"LINESTRING (-111.927871 33.420269,-111.942400 33.416191,)"
AM,0900_0930,bus,8,7,1.6835,"LINESTRING (-111.927871 33.420269,-111.942400 33.416191,)"
AM,0900_0930,truck,8,7,1.6835,"LINESTRING (-111.927871 33.420269,-111.942400 33.416191,)"
AM,0900_0930,cav,8,7,1.6835,"LINESTRING (-111.927871 33.420269,-111.942400 33.416191,)"
AM,0900_0930,ev,8,7,1.6835,"LINESTRING (-111.927871 33.420269,-111.942400 33.416191,)"
AM,0900_0930,traveler,8,7,1.6835,"LINESTRING (-111.927871 33.420269,-111.942400 33.416191,)"
AM,0900_0930,auto,8,9,3.3670,"LINESTRING (-111.927871 33.420269,-111.940418 33.431200,)"
AM,0900_0930,walk,8,9,3.3670,"LINESTRING (-111.927871 33.420269,-111.940418 33.431200,)"
AM,0900_0930,bike,8,9,3.3670,"LINESTRING (-111.927871 33.420269,-111.940418 33.431200,)"
AM,0900_0930,bus,8,9,3.3670,"LINESTRING (-111.927871 33.420269,-111.940418 33.431200,)"
AM,0900_0930,truck,8,9,3.3670,"LINESTRING (-111.927871 33.420269,-111.940418 33.431200,)"
AM,0900_0930,cav,8,9,3.3670,"LINESTRING (-111.927871 33.420269,-111.940418 33.431200,)"
AM,0900_0930,ev,8,9,3.3670,"LINESTRING (-111.927871 33.420269,-111.940418 33.431200,)"
AM,0900_0930,traveler,8,9,3.3670,"LINESTRING (-111.927871 33.420269,-111.940418 33.431200,)"
AM,0900_0930,auto,8,10,1.6835,"LINESTRING (-111.927871 33.420269,-111.926288 33.431200,)"
AM,0900_0930,walk,8,10,1.6835,"LINESTRING (-111.927871 33.420269,-111.926288 33.431200,)"
AM,0900_0930,bike,8,10,1.6835,"LINESTRING (-111.927871 33.420269,-111.926288 33.431200,)"
AM,0900_0930,bus,8,10,1.6835,"LINESTRING (-111.927871 33.420269,-111.926288 33.431200,)"
AM,0900_0930,truck,8,10,1.6835,"LINESTRING (-111.927871 33.420269,-111.926288 33.431200,)"
AM,0900_0930,cav,8,10,1.6835,"LINESTRING (-111.927871 33.420269,-111.926288 33.431200,)"
AM,0900_0930,ev,8,10,1.6835,"LINESTRING (-111.927871 33.420269,-111.926288 33.431200,)"
AM,0900_0930,traveler,8,10,1.6835,"LINESTRING (-111.927871 33.420269,-111.926288 33.431200,)"
AM,0900_0930,auto,8,11,1.6835,"LINESTRING (-111.927871 33.420269,-111.933966 33.418355,)"
AM,0900_0930,walk,8,11,1.6835,"LINESTRING (-111.927871 33.420269,-111.933966 33.418355,)"
AM,0900_0930,bike,8,11,1.6835,"LINESTRING (-111.927871 33.420269,-111.933966 33.418355,)"
AM,0900_0930,bus,8,11,1.6835,"LINESTRING (-111.927871 33.420269,-111.933966 33.418355,)"
AM,0900_0930,truck,8,11,1.6835,"LINESTRING (-111.927871 33.420269,-111.933966 33.418355,)"
AM,0900_0930,cav,8,11,1.6835,"LINESTRING (-111.927871 33.420269,-111.933966 33.418355,)"
AM,0900_0930,ev,8,11,1.6835,"LINESTRING (-111.927871 33.420269,-111.933966 33.418355,)"
AM,0900_0930,traveler,8,11,1.6835,"LINESTRING (-111.927871 33.420269,-111.933966 33.418355,)"
AM,0900_0930,auto,8,12,3.3670,"LINESTRING (-111.927871 33.420269,-111.930554 33.412700,)"
AM,0900_0930,walk,8,12,3.3670,"LINESTRING (-111.927871 33.420269,-111.930554 33.412700,)"
AM,0900_0930,bike,8,12,3.3670,"LINESTRING (-111.927871 33.420269,-111.930554 33.412700,)"
AM,0900_0930,bus,8,12,3.3670,"LINESTRING (-111.927871 33.420269,-111.930554 33.412700,)"
AM,0900_0930,truck,8,12,3.3670,"LINESTRING (-111.927871 33.420269,-111.930554 33.412700,)"
AM,0900_0930,cav,8,12,3.3670,"LINESTRING (-111.927871 33.420269,-111.930554 33.412700,)"
AM,0900_0930,ev,8,12,3.3670,"LINESTRING (-111.927871 33.420269,-111.930554 33.412700,)"
AM,0900_0930,traveler,8,12,3.3670,"LINESTRING (-111.927871 33.420269,-111.930554 33.412700,)"
AM,0900_0930,auto,8,13,1.6835,"LINESTRING (-111.927871 33.420269,-111.922898 33.423812,)"
AM,0900_0930,walk,8,13,1.6835,"LINESTRING (-111.927871 33.420269,-111.922898 33.423812,)"
AM,0900_0930,bike,8,13,1.6835,"LINESTRING (-111.927871 33.420269,-111.922898 33.423812,)"
AM,0900_0930,bus,8,13,1.6835,"LINESTRING (-111.927871 33.420269,-111.922898 33.423812,)"
AM,0900_0930,truck,8,13,1.6835,"LINESTRING (-111.927871 33.420269,-111.922898 33.423812,)"
AM,0900_0930,cav,8,13,1.6835,"LINESTRING (-111.927871 33.420269,-111.922898 33.423812,)"
AM,0900_0930,ev,8,13,1.6835,"LINESTRING (-111.927871 33.420269,-111.922898 33.423812,)"
AM,0900_0930,traveler,8,13,1.6835,"LINESTRING (-111.927871 33.420269,-111.922898 33.423812,)"
AM,0900_0930,auto,8,14,1.6835,"LINESTRING (-111.927871 33.420269,-111.936678 33.421289,)"
AM,0900_0930,walk,8,14,1.6835,"LINESTRING (-111.927871 33.420269,-111.936678 33.421289,)"
AM,0900_0930,bike,8,14,1.6835,"LINESTRING (-111.927871 33.420269,-111.936678 33.421289,)"
AM,0900_0930,bus,8,14,1.6835,"LINESTRING (-111.927871 33.420269,-111.936678 33.421289,)"
AM,0900_0930,truck,8,14,1.6835,"LINESTRING (-111.927871 33.420269,-111.936678 33.421289,)"
AM,0900_0930,cav,8,14,1.6835,"LINESTRING (-111.927871 33.420269,-111.936678 33.421289,)"
AM,0900_0930,ev,8,14,1.6835,"LINESTRING (-111.927871 33.420269,-111.936678 33.421289,)"
AM,0900_0930,traveler,8,14,1.6835,"LINESTRING (-111.927871 33.420269,-111.936678 33.421289,)"
AM,0900_0930,auto,8,15,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.429350,)"
AM,0900_0930,walk,8,15,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.429350,)"
AM,0900_0930,bike,8,15,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.429350,)"
AM,0900_0930,bus,8,15,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.429350,)"
AM,0900_0930,truck,8,15,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.429350,)"
AM,0900_0930,cav,8,15,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.429350,)"
AM,0900_0930,ev,8,15,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.429350,)"
AM,0900_0930,traveler,8,15,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.429350,)"
AM,0900_0930,auto,8,16,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.427408,)"
AM,0900_0930,walk,8,16,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.427408,)"
AM,0900_0930,bike,8,16,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.427408,)"
AM,0900_0930,bus,8,16,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.427408,)"
AM,0900_0930,truck,8,16,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.427408,)"
AM,0900_0930,cav,8,16,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.427408,)"
AM,0900_0930,ev,8,16,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.427408,)"
AM,0900_0930,traveler,8,16,3.3670,"LINESTRING (-111.927871 33.420269,-111.942400 33.427408,)"
AM,0900_0930,auto,8,17,10.1009,"LINESTRING (-111.927871 33.420269,-111.939643 33.414543,)"
AM,0900_0930,walk,8,17,10.1009,"LINESTRING (-111.927871 33.420269,-111.939643 33.414543,)"
AM,0900_0930,bike,8,17,10.1009,"LINESTRING (-111.927871 33.420269,-111.939643 33.414543,)"
AM,0900_0930,bus,8,17,10.1009,"LINESTRING (-111.927871 33.420269,-111.939643 33.414543,)"
AM,0900_0930,truck,8,17,10.1009,"LINESTRING (-111.927871 33.420269,-111.939643 33.414543,)"
AM,0900_0930,cav,8,17,10.1009,"LINESTRING (-111.927871 33.420269,-111.939643 33.414543,)"
AM,0900_0930,ev,8,17,10.1009,"LINESTRING (-111.927871 33.420269,-111.939643 33.414543,)"
AM,0900_0930,traveler,8,17,10.1009,"LINESTRING (-111.927871 33.420269,-111.939643 33.414543,)"
AM,0900_0930,auto,8,18,1.6835,"LINESTRING (-111.927871 33.420269,-111.936617 33.419094,)"
AM,0900_0930,walk,8,18,1.6835,"LINESTRING (-111.927871 33.420269,-111.936617 33.419094,)"
AM,0900_0930,bike,8,18,1.6835,"LINESTRING (-111.927871 33.420269,-111.936617 33.419094,)"
AM,0900_0930,bus,8,18,1.6835,"LINESTRING (-111.927871 33.420269,-111.936617 33.419094,)"
AM,0900_0930,truck,8,18,1.6835,"LINESTRING (-111.927871 33.420269,-111.936617 33.419094,)"
AM,0900_0930,cav,8,18,1.6835,"LINESTRING (-111.927871 33.420269,-111.936617 33.419094,)"
AM,0900_0930,ev,8,18,1.6835,"LINESTRING (-111.927871 33.420269,-111.936617 33.419094,)"
AM,0900_0930,traveler,8,18,1.6835,"LINESTRING (-111.927871 33.420269,-111.936617 33.419094,)"
AM,0900_0930,auto,8,19,1.6835,"LINESTRING (-111.927871 33.420269,-111.939502 33.427383,)"
AM,0900_0930,walk,8,19,1.6835,"LINESTRING (-111.927871 33.420269,-111.939502 33.427383,)"
AM,0900_0930,bike,8,19,1.6835,"LINESTRING (-111.927871 33.420269,-111.939502 33.427383,)"
AM,0900_0930,bus,8,19,1.6835,"LINESTRING (-111.927871 33.420269,-111.939502 33.427383,)"
AM,0900_0930,truck,8,19,1.6835,"LINESTRING (-111.927871 33.420269,-111.939502 33.427383,)"
AM,0900_0930,cav,8,19,1.6835,"LINESTRING (-111.927871 33.420269,-111.939502 33.427383,)"
AM,0900_0930,ev,8,19,1.6835,"LINESTRING (-111.927871 33.420269,-111.939502 33.427383,)"
AM,0900_0930,traveler,8,19,1.6835,"LINESTRING (-111.927871 33.420269,-111.939502 33.427383,)"
AM,0900_0930,auto,8,20,3.3670,"LINESTRING (-111.927871 33.420269,-111.936580 33.412911,)"
AM,0900_0930,walk,8,20,3.3670,"LINESTRING (-111.927871 33.420269,-111.936580 33.412911,)"
AM,0900_0930,bike,8,20,3.3670,"LINESTRING (-111.927871 33.420269,-111.936580 33.412911,)"
AM,0900_0930,bus,8,20,3.3670,"LINESTRING (-111.927871 33.420269,-111.936580 33.412911,)"
AM,0900_0930,truck,8,20,3.3670,"LINESTRING (-111.927871 33.420269,-111.936580 33.412911,)"
AM,0900_0930,cav,8,20,3.3670,"LINESTRING (-111.927871 33.420269,-111.936580 33.412911,)"
AM,0900_0930,ev,8,20,3.3670,"LINESTRING (-111.927871 33.420269,-111.936580 33.412911,)"
AM,0900_0930,traveler,8,20,3.3670,"LINESTRING (-111.927871 33.420269,-111.936580 33.412911,)"
AM,0900_0930,auto,8,21,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.422532,)"
AM,0900_0930,walk,8,21,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.422532,)"
AM,0900_0930,bike,8,21,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.422532,)"
AM,0900_0930,bus,8,21,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.422532,)"
AM,0900_0930,truck,8,21,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.422532,)"
AM,0900_0930,cav,8,21,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.422532,)"
AM,0900_0930,ev,8,21,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.422532,)"
AM,0900_0930,traveler,8,21,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.422532,)"
AM,0900_0930,auto,8,22,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.421928,)"
AM,0900_0930,walk,8,22,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.421928,)"
AM,0900_0930,bike,8,22,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.421928,)"
AM,0900_0930,bus,8,22,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.421928,)"
AM,0900_0930,truck,8,22,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.421928,)"
AM,0900_0930,cav,8,22,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.421928,)"
AM,0900_0930,ev,8,22,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.421928,)"
AM,0900_0930,traveler,8,22,5.0506,"LINESTRING (-111.927871 33.420269,-111.942400 33.421928,)"
AM,0900_0930,auto,8,23,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.429271,)"
AM,0900_0930,walk,8,23,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.429271,)"
AM,0900_0930,bike,8,23,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.429271,)"
AM,0900_0930,bus,8,23,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.429271,)"
AM,0900_0930,truck,8,23,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.429271,)"
AM,0900_0930,cav,8,23,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.429271,)"
AM,0900_0930,ev,8,23,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.429271,)"
AM,0900_0930,traveler,8,23,3.3670,"LINESTRING (-111.927871 33.420269,-111.922400 33.429271,)"
AM,0900_0930,auto,8,24,1.6835,"LINESTRING (-111.927871 33.420269,-111.926295 33.412700,)"
AM,0900_0930,walk,8,24,1.6835,"LINESTRING (-111.927871 33.420269,-111.926295 33.412700,)"
AM,0900_0930,bike,8,24,1.6835,"LINESTRING (-111.927871 33.420269,-111.926295 33.412700,)"
AM,0900_0930,bus,8,24,1.6835,"LINESTRING (-111.927871 33.420269,-111.926295 33.412700,)"
AM,0900_0930,truck,8,24,1.6835,"LINESTRING (-111.927871 33.420269,-111.926295 33.412700,)"
AM,0900_0930,cav,8,24,1.6835,"LINESTRING (-111.927871 33.420269,-111.926295 33.412700,)"
AM,0900_0930,ev,8,24,1.6835,"LINESTRING (-111.927871 33.420269,-111.926295 33.412700,)"
AM,0900_0930,traveler,8,24,1.6835,"LINESTRING (-111.927871 33.420269,-111.926295 33.412700,)"
AM,0900_0930,auto,8,25,1.6835,"LINESTRING (-111.927871 33.420269,-111.928427 33.412700,)"
AM,0900_0930,walk,8,25,1.6835,"LINESTRING (-111.927871 33.420269,-111.928427 33.412700,)"
AM,0900_0930,bike,8,25,1.6835,"LINESTRING (-111.927871 33.420269,-111.928427 33.412700,)"
AM,0900_0930,bus,8,25,1.6835,"LINESTRING (-111.927871 33.420269,-111.928427 33.412700,)"
AM,0900_0930,truck,8,25,1.6835,"LINESTRING (-111.927871 33.420269,-111.928427 33.412700,)"
AM,0900_0930,cav,8,25,1.6835,"LINESTRING (-111.927871 33.420269,-111.928427 33.412700,)"
AM,0900_0930,ev,8,25,1.6835,"LINESTRING (-111.927871 33.420269,-111.928427 33.412700,)"
AM,0900_0930,traveler,8,25,1.6835,"LINESTRING (-111.927871 33.420269,-111.928427 33.412700,)"
AM,0900_0930,auto,8,26,1.6835,"LINESTRING (-111.927871 33.420269,-111.934932 33.412700,)"
AM,0900_0930,walk,8,26,1.6835,"LINESTRING (-111.927871 33.420269,-111.934932 33.412700,)"
AM,0900_0930,bike,8,26,1.6835,"LINESTRING (-111.927871 33.420269,-111.934932 33.412700,)"
AM,0900_0930,bus,8,26,1.6835,"LINESTRING (-111.927871 33.420269,-111.934932 33.412700,)"
AM,0900_0930,truck,8,26,1.6835,"LINESTRING (-111.927871 33.420269,-111.934932 33.412700,)"
AM,0900_0930,cav,8,26,1.6835,"LINESTRING (-111.927871 33.420269,-111.934932 33.412700,)"
AM,0900_0930,ev,8,26,1.6835,"LINESTRING (-111.927871 33.420269,-111.934932 33.412700,)"
AM,0900_0930,traveler,8,26,1.6835,"LINESTRING (-111.927871 33.420269,-111.934932 33.412700,)"
AM,0900_0930,auto,8,27,1.6835,"LINESTRING (-111.927871 33.420269,-111.922400 33.418168,)"
AM,0900_0930,walk,8,27,1.6835,"LINESTRING (-111.927871 33.420269,-111.922400 33.418168,)"
AM,0900_0930,bike,8,27,1.6835,"LINESTRING (-111.927871 33.420269,-111.922400 33.418168,)"
AM,0900_0930,bus,8,27,1.6835,"LINESTRING (-111.927871 33.420269,-111.922400 33.418168,)"
AM,0900_0930,truck,8,27,1.6835,"LINESTRING (-111.927871 33.420269,-111.922400 33.418168,)"
AM,0900_0930,cav,8,27,1.6835,"LINESTRING (-111.927871 33.420269,-111.922400 33.418168,)"
AM,0900_0930,ev,8,27,1.6835,"LINESTRING (-111.927871 33.420269,-111.922400 33.418168,)"
AM,0900_0930,traveler,8,27,1.6835,"LINESTRING (-111.927871 33.420269,-111.922400 33.418168,)"
AM,0900_0930,auto,8,28,3.3670,"LINESTRING (-111.927871 33.420269,-111.937764 33.424290,)"
AM,0900_0930,walk,8,28,3.3670,"LINESTRING (-111.927871 33.420269,-111.937764 33.424290,)"
AM,0900_0930,bike,8,28,3.3670,"LINESTRING (-111.927871 33.420269,-111.937764 33.424290,)"
AM,0900_0930,bus,8,28,3.3670,"LINESTRING (-111.927871 33.420269,-111.937764 33.424290,)"
AM,0900_0930,truck,8,28,3.3670,"LINESTRING (-111.927871 33.420269,-111.937764 33.424290,)"
AM,0900_0930,cav,8,28,3.3670,"LINESTRING (-111.927871 33.420269,-111.937764 33.424290,)"
AM,0900_0930,ev,8,28,3.3670,"LINESTRING (-111.927871 33.420269,-111.937764 33.424290,)"
AM,0900_0930,traveler,8,28,3.3670,"LINESTRING (-111.927871 33.420269,-111.937764 33.424290,)"
AM,0900_0930,auto,8,29,1.6835,"LINESTRING (-111.927871 33.420269,-111.927706 33.418646,)"
AM,0900_0930,walk,8,29,1.6835,"LINESTRING (-111.927871 33.420269,-111.927706 33.418646,)"
AM,0900_0930,bike,8,29,1.6835,"LINESTRING (-111.927871 33.420269,-111.927706 33.418646,)"
AM,0900_0930,bus,8,29,1.6835,"LINESTRING (-111.927871 33.420269,-111.927706 33.418646,)"
AM,0900_0930,truck,8,29,1.6835,"LINESTRING (-111.927871 33.420269,-111.927706 33.418646,)"
AM,0900_0930,cav,8,29,1.6835,"LINESTRING (-111.927871 33.420269,-111.927706 33.418646,)"
AM,0900_0930,ev,8,29,1.6835,"LINESTRING (-111.927871 33.420269,-111.927706 33.418646,)"
AM,0900_0930,traveler,8,29,1.6835,"LINESTRING (-111.927871 33.420269,-111.927706 33.418646,)"
AM,0900_0930,auto,8,30,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.416634,)"
AM,0900_0930,walk,8,30,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.416634,)"
AM,0900_0930,bike,8,30,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.416634,)"
AM,0900_0930,bus,8,30,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.416634,)"
AM,0900_0930,truck,8,30,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.416634,)"
AM,0900_0930,cav,8,30,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.416634,)"
AM,0900_0930,ev,8,30,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.416634,)"
AM,0900_0930,traveler,8,30,5.0506,"LINESTRING (-111.927871 33.420269,-111.922400 33.416634,)"
AM,0900_0930,auto,9,2,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.414703,)"
AM,0900_0930,walk,9,2,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.414703,)"
AM,0900_0930,bike,9,2,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.414703,)"
AM,0900_0930,bus,9,2,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.414703,)"
AM,0900_0930,truck,9,2,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.414703,)"
AM,0900_0930,cav,9,2,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.414703,)"
AM,0900_0930,ev,9,2,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.414703,)"
AM,0900_0930,traveler,9,2,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.414703,)"
AM,0900_0930,auto,9,3,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.419042,)"
AM,0900_0930,walk,9,3,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.419042,)"
AM,0900_0930,bike,9,3,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.419042,)"
AM,0900_0930,bus,9,3,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.419042,)"
AM,0900_0930,truck,9,3,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.419042,)"
AM,0900_0930,cav,9,3,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.419042,)"
AM,0900_0930,ev,9,3,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.419042,)"
AM,0900_0930,traveler,9,3,10.2917,"LINESTRING (-111.940418 33.431200,-111.942400 33.419042,)"
AM,0900_0930,auto,9,4,6.8611,"LINESTRING (-111.940418 33.431200,-111.922590 33.412700,)"
AM,0900_0930,walk,9,4,6.8611,"LINESTRING (-111.940418 33.431200,-111.922590 33.412700,)"
AM,0900_0930,bike,9,4,6.8611,"LINESTRING (-111.940418 33.431200,-111.922590 33.412700,)"
AM,0900_0930,bus,9,4,6.8611,"LINESTRING (-111.940418 33.431200,-111.922590 33.412700,)"
AM,0900_0930,truck,9,4,6.8611,"LINESTRING (-111.940418 33.431200,-111.922590 33.412700,)"
AM,0900_0930,cav,9,4,6.8611,"LINESTRING (-111.940418 33.431200,-111.922590 33.412700,)"
AM,0900_0930,ev,9,4,6.8611,"LINESTRING (-111.940418 33.431200,-111.922590 33.412700,)"
AM,0900_0930,traveler,9,4,6.8611,"LINESTRING (-111.940418 33.431200,-111.922590 33.412700,)"
AM,0900_0930,auto,9,5,6.8611,"LINESTRING (-111.940418 33.431200,-111.922400 33.420170,)"
AM,0900_0930,walk,9,5,6.8611,"LINESTRING (-111.940418 33.431200,-111.922400 33.420170,)"
AM,0900_0930,bike,9,5,6.8611,"LINESTRING (-111.940418 33.431200,-111.922400 33.420170,)"
AM,0900_0930,bus,9,5,6.8611,"LINESTRING (-111.940418 33.431200,-111.922400 33.420170,)"
AM,0900_0930,truck,9,5,6.8611,"LINESTRING (-111.940418 33.431200,-111.922400 33.420170,)"
AM,0900_0930,cav,9,5,6.8611,"LINESTRING (-111.940418 33.431200,-111.922400 33.420170,)"
AM,0900_0930,ev,9,5,6.8611,"LINESTRING (-111.940418 33.431200,-111.922400 33.420170,)"
AM,0900_0930,traveler,9,5,6.8611,"LINESTRING (-111.940418 33.431200,-111.922400 33.420170,)"
AM,0900_0930,auto,9,6,10.2917,"LINESTRING (-111.940418 33.431200,-111.922400 33.412895,)"
AM,0900_0930,walk,9,6,10.2917,"LINESTRING (-111.940418 33.431200,-111.922400 33.412895,)"
AM,0900_0930,bike,9,6,10.2917,"LINESTRING (-111.940418 33.431200,-111.922400 33.412895,)"
AM,0900_0930,bus,9,6,10.2917,"LINESTRING (-111.940418 33.431200,-111.922400 33.412895,)"
AM,0900_0930,truck,9,6,10.2917,"LINESTRING (-111.940418 33.431200,-111.922400 33.412895,)"
AM,0900_0930,cav,9,6,10.2917,"LINESTRING (-111.940418 33.431200,-111.922400 33.412895,)"
AM,0900_0930,ev,9,6,10.2917,"LINESTRING (-111.940418 33.431200,-111.922400 33.412895,)"
AM,0900_0930,traveler,9,6,10.2917,"LINESTRING (-111.940418 33.431200,-111.922400 33.412895,)"
AM,0900_0930,auto,9,7,3.4306,"LINESTRING (-111.940418 33.431200,-111.942400 33.416191,)"
AM,0900_0930,walk,9,7,3.4306,"LINESTRING (-111.940418 33.431200,-111.942400 33.416191,)"
AM,0900_0930,bike,9,7,3.4306,"LINESTRING (-111.940418 33.431200,-111.942400 33.416191,)"
AM,0900_0930,bus,9,7,3.4306,"LINESTRING (-111.940418 33.431200,-111.942400 33.416191,)"
AM,0900_0930,truck,9,7,3.4306,"LINESTRING (-111.940418 33.431200,-111.942400 33.416191,)"
AM,0900_0930,cav,9,7,3.4306,"LINESTRING (-111.940418 33.431200,-111.942400 33.416191,)"
AM,0900_0930,ev,9,7,3.4306,"LINESTRING (-111.940418 33.431200,-111.942400 33.416191,)"
