link_id,vdf_type,from_node_id,to_node_id,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,person_vol_walk,person_vol_bike,person_vol_bus,person_vol_truck,person_vol_cav,person_vol_ev,person_vol_traveler,person_vol_district_0_auto,person_vol_district_0_walk,person_vol_district_0_bike,person_vol_district_0_bus,person_vol_district_0_truck,person_vol_district_0_cav,person_vol_district_0_ev,person_vol_district_0_traveler,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,notes
456,bpr,286,311,-1,0,,,-1,0,-1,-1,5,,,0900_0930,103.197,0.000,103.197,0.037,39.995,1.000,0.172,0.172,1200.000,0.000,3.364,0.033,2.000,1.000,206.394,0.955,1.142,0.001,0.000,40.000,34.000,0.400,4.000,39.983,34.000,2.544,0.064,2.544,0.064,0.000,0.000,"LINESTRING (-111.9289364 33.4215873, -111.9289369 33.4215339, -111.9289501 33.4212297)",103.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000,103.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.994,37.994,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,period-based
457,bpr,311,286,-1,0,,,-1,0,-1,-1,5,,,0900_0930,99.327,0.000,99.327,0.037,39.995,1.000,0.166,0.166,1200.000,0.000,2.526,0.025,2.000,1.000,198.655,0.955,1.142,0.001,0.000,40.000,34.000,0.400,4.000,39.985,34.000,2.449,0.061,2.449,0.061,0.000,0.000,"LINESTRING (-111.9289501 33.4212297, -111.9289369 33.4215339, -111.9289364 33.4215873)",99.327,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.327,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.995,37.995,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,period-based
458,bpr,91,313,-1,0,,,-1,0,-1,-1,5,,,0900_0930,90.434,0.000,90.434,0.017,48.000,1.000,0.075,0.075,1200.000,0.000,0.415,0.005,2.000,2.000,90.434,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.999,40.800,1.224,0.026,1.224,0.026,0.000,0.000,"LINESTRING (-111.9295097 33.4227418, -111.9293204 33.4226260)",90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,45.600,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,period-based
459,bpr,313,91,-1,0,,,-1,0,-1,-1,5,,,0900_0930,76.789,0.000,76.789,0.017,47.998,1.000,0.128,0.128,1200.000,0.000,2.248,0.029,2.000,1.000,153.578,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.994,40.800,1.039,0.022,1.039,0.022,0.000,0.000,"LINESTRING (-111.9293204 33.4226260, -111.9295097 33.4227418)",76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.998,45.598,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,period-based
460,bpr,313,314,-1,0,,,-1,0,-1,-1,5,,,0900_0930,90.434,0.000,90.434,0.020,47.996,1.000,0.151,0.151,1200.000,0.000,2.278,0.025,2.000,1.000,180.867,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.988,40.800,1.439,0.030,1.439,0.030,0.000,0.000,"LINESTRING (-111.9293204 33.4226260, -111.9292429 33.4225786, -111.9291529 33.4225115, -111.9291357 33.4224987, -111.9291136 33.4224748)",90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.996,45.596,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,period-based
461,bpr,314,313,-1,0,,,-1,0,-1,-1,5,,,0900_0930,76.789,0.000,76.789,0.020,47.998,1.000,0.128,0.128,1200.000,0.000,2.216,0.029,2.000,1.000,153.578,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.994,40.800,1.222,0.025,1.222,0.025,0.000,0.000,"LINESTRING (-111.9291136 33.4224748, -111.9291357 33.4224987, -111.9291529 33.4225115, -111.9292429 33.4225786, -111.9293204 33.4226260)",76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.998,45.598,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,period-based
462,bpr,314,315,-1,0,,,-1,0,-1,-1,5,,,0900_0930,90.434,0.000,90.434,0.009,48.000,1.000,0.075,0.075,1200.000,0.000,0.060,0.001,2.000,2.000,90.434,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.999,40.800,0.633,0.013,0.633,0.013,0.000,0.000,"LINESTRING (-111.9291136 33.4224748, -111.9290459 33.4224016, -111.9290413 33.4223935)",90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,45.600,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,period-based
463,bpr,315,314,-1,0,,,-1,0,-1,-1,5,,,0900_0930,76.789,0.000,76.789,0.009,47.998,1.000,0.128,0.128,1200.000,0.000,0.624,0.008,2.000,1.000,153.578,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.994,40.800,0.537,0.011,0.537,0.011,0.000,0.000,"LINESTRING (-111.9290413 33.4223935, -111.9290459 33.4224016, -111.9291136 33.4224748)",76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.998,45.598,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,period-based
464,bpr,315,231,-1,0,,,-1,0,-1,-1,5,,,0900_0930,90.434,0.000,90.434,0.033,48.000,1.000,0.050,0.050,1200.000,0.000,0.080,0.001,2.000,3.000,60.289,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,48.000,40.800,2.415,0.050,2.415,0.050,0.000,0.000,"LINESTRING (-111.9290413 33.4223935, -111.9289967 33.4223153, -111.9289548 33.4221717, -111.9289506 33.4221573, -111.9289415 33.4220194)",90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,45.600,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
465,bpr,231,315,-1,0,,,-1,0,-1,-1,5,,,0900_0930,76.789,0.000,76.789,0.033,47.998,1.000,0.128,0.128,1200.000,0.000,1.834,0.024,2.000,1.000,153.578,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.994,40.800,2.050,0.043,2.050,0.043,0.000,0.000,"LINESTRING (-111.9289415 33.4220194, -111.9289506 33.4221573, -111.9289548 33.4221717, -111.9289967 33.4223153, -111.9290413 33.4223935)",76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.998,45.598,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
466,bpr,96,52,-1,0,,,-1,0,-1,-1,5,,,0900_0930,76.789,0.000,76.789,0.078,48.000,1.000,0.064,0.064,1200.000,0.000,0.344,0.004,2.000,2.000,76.789,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,48.000,40.800,4.789,0.100,4.789,0.100,0.000,0.000,"LINESTRING (-111.9339446 33.4251998, -111.9342460 33.4253330, -111.9343824 33.4253903, -111.9345254 33.4254357, -111.9346182 33.4254572, -111.9347083 33.4254777, -111.9347997 33.4254989, -111.9348577 33.4254844, -111.9349278 33.4254396)",76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,45.600,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,period-based
467,bpr,93,0,-1,0,,,-1,0,-1,-1,5,,,0900_0930,90.434,0.000,90.434,0.064,48.000,1.000,0.075,0.075,1200.000,0.000,0.300,0.003,2.000,2.000,90.434,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.999,40.800,4.643,0.097,4.643,0.097,0.000,0.000,"LINESTRING (-111.9312627 33.4233579, -111.9309728 33.4232310, -111.9307104 33.4231653, -111.9305402 33.4231415, -111.9304900 33.4231350, -111.9304264 33.4231268)",90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,45.600,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,period-based
468,bpr,316,161,-1,0,,,-1,0,-1,-1,5,,,0900_0930,90.434,0.000,90.434,0.035,48.000,1.000,0.075,0.075,1200.000,0.000,0.344,0.004,2.000,2.000,90.434,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.999,40.800,2.528,0.053,2.528,0.053,0.000,0.000,"LINESTRING (-111.9358356 33.4255093, -111.9356991 33.4255109, -111.9353519 33.4255151)",90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,45.600,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
469,bpr,161,316,-1,0,,,-1,0,-1,-1,5,,,0900_0930,76.789,0.000,76.789,0.035,47.998,1.000,0.128,0.128,1200.000,0.000,1.781,0.023,2.000,1.000,153.578,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.994,40.800,2.146,0.045,2.146,0.045,0.000,0.000,"LINESTRING (-111.9353519 33.4255151, -111.9356991 33.4255109, -111.9358356 33.4255093)",76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.998,45.598,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
470,bpr,366,29,-1,0,,,-1,0,-1,-1,5,,,0900_0930,124.609,0.000,124.609,0.039,47.987,1.000,0.208,0.208,1200.000,0.000,5.530,0.044,2.000,1.000,249.219,0.955,1.142,0.002,0.000,48.000,40.800,0.400,4.000,47.956,40.800,3.920,0.082,3.920,0.082,0.000,0.000,"LINESTRING (-111.9399606 33.4254920, -111.9398427 33.4254931, -111.9394161 33.4254973)",124.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,124.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.985,45.585,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,period-based
471,bpr,29,366,-1,0,,,-1,0,-1,-1,5,,,0900_0930,106.577,0.000,106.577,0.039,48.000,1.000,0.089,0.089,1200.000,0.000,0.601,0.006,2.000,2.000,106.577,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.999,40.800,3.353,0.070,3.353,0.070,0.000,0.000,"LINESTRING (-111.9394161 33.4254973, -111.9398427 33.4254931, -111.9399606 33.4254920)",106.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,106.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,45.600,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,period-based
472,bpr,73,236,-1,0,,,-1,0,-1,-1,3,,,0900_0930,171.528,0.000,171.528,0.010,47.999,1.000,0.095,0.095,1800.000,0.000,0.000,0.000,2.000,2.000,171.528,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.998,40.800,1.361,0.028,1.361,0.028,0.000,0.000,"LINESTRING (-111.9401399 33.4303209, -111.9401286 33.4302061)",171.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,171.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.999,45.599,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,period-based
475,bpr,2,317,-1,0,,,-1,0,-1,-1,6,,,0900_0930,46.217,0.000,46.217,0.136,30.000,1.000,0.092,0.092,1000.000,0.000,0.000,0.000,2.000,1.000,92.435,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,29.999,25.500,3.148,0.105,3.148,0.105,0.000,0.000,"LINESTRING (-111.9412691 33.4243385, -111.9417777 33.4243358, -111.9418110 33.4243431, -111.9418436 33.4243558, -111.9419645 33.4244387, -111.9420123 33.4244614, -111.9420536 33.4244698, -111.9424000 33.4244683)",46.217,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.217,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,28.500,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,period-based
476,bpr,317,2,-1,0,,,-1,0,-1,-1,6,,,0900_0930,47.203,0.000,47.203,0.136,30.000,1.000,0.094,0.094,1000.000,0.000,5.240,0.111,2.000,1.000,94.406,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,29.999,25.500,3.216,0.107,3.216,0.107,0.000,0.000,"LINESTRING (-111.9424000 33.4244683, -111.9420536 33.4244698, -111.9420123 33.4244614, -111.9419645 33.4244387, -111.9418436 33.4243558, -111.9418110 33.4243431, -111.9417777 33.4243358, -111.9412691 33.4243385)",47.203,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.203,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,28.500,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,period-based
481,bpr,319,273,-1,0,,,-1,0,-1,-1,6,,,0900_0930,85.859,0.000,85.859,0.085,30.000,1.000,0.086,0.086,1000.000,0.000,0.877,0.010,2.000,2.000,85.859,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,29.999,25.500,3.655,0.122,3.655,0.122,0.000,0.000,"LINESTRING (-111.9269771 33.4189112, -111.9268342 33.4189676, -111.9267271 33.4190079, -111.9266349 33.4190341, -111.9265531 33.4190475, -111.9264720 33.4190602, -111.9262965 33.4191375)",85.859,0.000,0.000,0.000,0.000,0.000,0.000,0.000,85.859,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,28.500,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,period-based
484,bpr,193,320,-1,0,,,-1,0,-1,-1,6,,,0900_0930,90.247,0.000,90.247,0.277,29.995,1.000,0.180,0.180,1000.000,0.000,0.000,0.000,2.000,1.000,180.494,0.955,1.142,0.001,0.000,30.000,25.500,0.400,4.000,29.984,25.500,12.516,0.417,12.516,0.417,0.000,0.000,"LINESTRING (-111.9285601 33.4146783, -111.9285591 33.4146016, -111.9285590 33.4145885, -111.9285547 33.4139684, -111.9285530 33.4137320, -111.9285521 33.4135942, -111.9285534 33.4133563, -111.9285554 33.4130694, -111.9285570 33.4129127, -111.9285540 33.4128786, -111.9285521 33.4128472, -111.9285309 33.4128145, -111.9284607 33.4127300, -111.9284271 33.4127000)",90.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,29.995,28.495,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,period-based
