link_id,name,from_node_id,to_node_id,length,link_type_name,link_type,dir_flag,lanes,free_speed,capacity,geometry
10000012,GUS1,10003519,10005599,698.0610866,transit,99,1,1,50,100,"LINESTRING (-112.1708037 33.53693634, -112.1707252 33.5366528, -112.1727008 33.536724, -112.1737035 33.5367855, -112.174947 33.5367944, -112.1761928 33.5368024, -112.1761719 33.5385128, -112.17576979999998 33.53861539)"
10000013,GUS1,10005599,10002139,1617.215183,transit,99,1,1,50,100,"LINESTRING (-112.17576979999998 33.53861539, -112.1761719 33.5385128, -112.1765271 33.5385146, -112.1769015 33.538516800000004, -112.1773898 33.5385219, -112.1773867 33.538862300000005, -112.1773868 33.5395196, -112.17739070000002 33.5398143, -112.1773896 33.5401444, -112.1773888 33.5410142, -112.1773874 33.5413902, -112.17738529999998 33.5421642, -112.1774067 33.5431037, -112.1774299 33.544009, -112.177451 33.5449172, -112.1774552 33.5455907, -112.1774626 33.5458146, -112.177466 33.546201, -112.1774953 33.547631800000005, -112.1775081 33.5484959, -112.1775174 33.5493229, -112.1775248 33.5503941, -112.1775241 33.5520488, -112.1774113 33.55169848)"
10000014,GUS1,10002139,10003567,970.3098374,transit,99,1,1,50,100,"LINESTRING (-112.1774113 33.55169848, -112.1775241 33.5520488, -112.1775168 33.5525741, -112.1775137 33.5530895, -112.1779108 33.5530864, -112.178002 33.5530866, -112.1792778 33.553091200000004, -112.1807499 33.553085100000004, -112.1812413 33.5530836, -112.1816766 33.5530828, -112.1817329 33.553083, -112.1829211 33.5530913, -112.1832532 33.5530914, -112.1837988 33.5530886, -112.184022 33.5530874, -112.1853352 33.5530845, -112.1854693 33.5530847, -112.18569840000002 33.5530815, -112.186204 33.553078, -112.1862032 33.5525545, -112.1863094 33.55256128)"
10000015,GUS1,10003567,10003526,241.1948367,transit,99,1,1,50,100,"LINESTRING (-112.1863094 33.55256128, -112.1862032 33.5525545, -112.1862025 33.5525271, -112.1862098 33.5503857, -112.1863384 33.55020507)"
10000016,GUS1,10003526,10003527,303.6335433,transit,99,1,1,50,100,"LINESTRING (-112.1863384 33.55020507, -112.1862098 33.5503857, -112.18620590000002 33.5493472, -112.18618390000002 33.5485185, -112.1861871 33.547656, -112.1862861 33.54800182)"
10000017,GUS1,10003527,10003569,233.4162626,transit,99,1,1,50,100,"LINESTRING (-112.1862861 33.54800182, -112.1861871 33.547656, -112.18618899999998 33.5467515, -112.1861919 33.546348200000004, -112.1861923 33.5462982, -112.1861921 33.5458288, -112.1861915 33.54555730000001, -112.1862911 33.54553685)"
10000018,GUS1,10003569,10003586,268.2481494,transit,99,1,1,50,100,"LINESTRING (-112.1862911 33.54553685, -112.1861915 33.54555730000001, -112.1861921 33.5454532, -112.1861987 33.5449446, -112.186208 33.5440408, -112.1862029 33.5431452, -112.1863163 33.5432544)"
10000019,GUS1,10003586,10002152,235.9218804,transit,99,1,1,50,100,"LINESTRING (-112.1863163 33.5432544, -112.1862029 33.5431452, -112.1862054 33.5425392, -112.186206 33.542212400000004, -112.1868944 33.542203, -112.1876317 33.5421887, -112.1874719 33.54226415)"
10000020,GUS1,10002152,10002153,134.0059062,transit,99,1,1,50,100,"LINESTRING (-112.1874719 33.54226415, -112.1876317 33.5421887, -112.1888385 33.5421686, -112.189077 33.5421646, -112.1890033 33.54227033)"
10000021,GUS1,10002153,10002154,294.4975253,transit,99,1,1,50,100,"LINESTRING (-112.1890033 33.54227033, -112.189077 33.5421646, -112.18953799999998 33.54216, -112.1901467 33.5421551, -112.190406 33.5421523, -112.1910107 33.54214810000001, -112.192254 33.54213230000001, -112.1924419 33.54220666)"
10000022,GUS1,10002154,10003617,1044.824653,transit,99,1,1,50,100,"LINESTRING (-112.1924419 33.54220666, -112.192254 33.54213230000001, -112.1928092 33.5421245, -112.1932437 33.5421168, -112.1949774 33.5421006, -112.19936 33.54200460000001, -112.2016314 33.5419591, -112.202486 33.5419473, -112.2030564 33.5419398, -112.2030584 33.5415505, -112.2031963 33.54161525)"
10000023,GUS1,10003617,10000333,395.2109453,transit,99,1,1,50,100,"LINESTRING (-112.2031963 33.54161525, -112.2030584 33.5415505, -112.2030631 33.5410567, -112.20307 33.5397608, -112.2031314 33.5391221, -112.2031324 33.539026, -112.2030789 33.5383242, -112.2025623 33.538271, -112.2023096 33.53818846)"
10000024,GUS1,10000333,10007474,293.0159017,transit,99,1,1,50,100,"LINESTRING (-112.2023096 33.53818846, -112.2025623 33.538271, -112.20158700000002 33.5382878, -112.2015234 33.5382894, -112.20117659999998 33.5382982, -112.20101470000002 33.5383595, -112.1994178 33.5383828, -112.1993782 33.53826337)"
10000025,GUS1,10007474,10000355,180.2873447,transit,99,1,1,50,100,"LINESTRING (-112.1993782 33.53826337, -112.1994178 33.5383828, -112.1991438 33.538386800000005, -112.19747350000002 33.538411100000005, -112.1979037 33.53827722)"
10000026,GUS1,10000355,10000332,275.4699227,transit,99,1,1,50,100,"LINESTRING (-112.1979037 33.53827722, -112.19747350000002 33.538411100000005, -112.1972028 33.5384169, -112.1954951 33.5384399, -112.19499009999998 33.5384473, -112.19450249999998 33.5384544, -112.1947134 33.53835214)"
10000027,GUS1,10000332,10000331,501.4158392,transit,99,1,1,50,100,"LINESTRING (-112.1947134 33.53835214, -112.19450249999998 33.5384544, -112.1932487 33.5384727, -112.1928075 33.5384775, -112.1923716 33.538482300000005, -112.1906013 33.53851160000001, -112.1891583 33.5385337, -112.1890939 33.5385346, -112.1888488 33.53842175)"
10000028,GUS1,10000331,10001477,376.4117459,transit,99,1,1,50,100,"LINESTRING (-112.1888488 33.53842175, -112.1890939 33.5385346, -112.1878761 33.5385511, -112.187675 33.538554, -112.1871162 33.53856210000001, -112.1867935 33.5385195, -112.18627820000002 33.5385687, -112.1862179 33.5385215, -112.1861397 33.538566499999995, -112.1861951 33.539256800000004, -112.186195 33.5393686, -112.1861906 33.5395072, -112.1860284 33.53948921)"
10000029,GUS1,10001477,10000357,121.5746434,transit,99,1,1,50,100,"LINESTRING (-112.1860284 33.53948921, -112.1861906 33.5395072, -112.1861907 33.5396053, -112.1861911 33.539819699999995, -112.1855014 33.539831, -112.1852552 33.5398394, -112.1851655 33.53974758)"
10000536,GUS3,10000019,10002139,560.3921179,transit,99,1,1,50,100,"LINESTRING (-112.171956 33.552582, -112.1727167 33.5530847, -112.1732039 33.5530923, -112.1737017 33.5530929, -112.1765005 33.5530922, -112.1768969 33.5530898, -112.177023 33.553090000000005, -112.1775137 33.5530895, -112.1775168 33.5525741, -112.1775241 33.5520488, -112.1774113 33.55169848)"
10000537,GUS3,10002139,10000533,161.2536312,transit,99,1,1,50,100,"LINESTRING (-112.1774113 33.55169848, -112.1775241 33.5520488, -112.1775168 33.5525741, -112.1775137 33.5530895, -112.177023 33.553090000000005, -112.1770776 33.55296141)"
10000538,GUS3,10000533,10005840,3671.696156,transit,99,1,1,50,100,"LINESTRING (-112.1770776 33.55296141, -112.177023 33.553090000000005, -112.1775137 33.5530895, -112.1775183 33.5535532, -112.1775506 33.556725, -112.1775762 33.559503799999995, -112.1775692 33.5598915, -112.177576 33.560340100000005, -112.1775869 33.5609985, -112.17759309999998 33.56177520000001, -112.1776013 33.562473, -112.1776188 33.5638449, -112.17761740000002 33.5645369, -112.1776189 33.5648757, -112.1776206 33.5652205, -112.1776231 33.56559229999999, -112.1776285 33.5663068, -112.1776365 33.566802100000004, -112.1776399 33.5674821, -112.1776351 33.5681934, -112.17763 33.5686861, -112.1776196 33.5694135, -112.1776156 33.570136700000006, -112.1776087 33.5708776, -112.1775936 33.5716194, -112.1775934 33.572342, -112.1775798 33.5734415, -112.17757 33.5743063, -112.1775672 33.5747135, -112.177558 33.5751348, -112.1775539 33.5754682, -112.1792977 33.5754799, -112.1792911 33.5761825, -112.1792831 33.5768927, -112.1792767 33.577603100000005, -112.1792667 33.578324200000004, -112.1801294 33.5783273, -112.18011090000002 33.5790534, -112.1801087 33.57977279999999, -112.180098 33.580491200000004, -112.1802432 33.5812754, -112.18007040000002 33.58185770000001, -112.1781374 33.5818684, -112.17793229999998 33.58203205)"
10000539,GUS3,10005840,10005841,820.0875943,transit,99,1,1,50,100,"LINESTRING (-112.17793229999998 33.58203205, -112.1781374 33.5818684, -112.1774979 33.5819224, -112.179423 33.5819734, -112.1811696 33.581978799999995, -112.1818167 33.5819285, -112.1832765 33.5820028, -112.1839947 33.582005200000005, -112.183996 33.581931899999994, -112.1840002 33.5818483, -112.1836723 33.58185039999999, -112.1829601 33.58185510000001, -112.1824733 33.581858399999994, -112.1825345 33.58208334)"
10000540,GUS3,10005841,10005842,971.2128231,transit,99,1,1,50,100,"LINESTRING (-112.1825345 33.58208334, -112.1824733 33.581858399999994, -112.1818167 33.5819285, -112.1832765 33.5820028, -112.1839947 33.582005200000005, -112.1850531 33.582007700000005, -112.1861397 33.5819273, -112.1874007 33.5819948, -112.1877283 33.5819856, -112.1889793 33.5819605, -112.1893696 33.581953799999994, -112.1893818 33.5818289, -112.1882055 33.5818424, -112.1878165 33.5818459, -112.1872206 33.5818468, -112.1870561 33.5818464, -112.186775 33.58211387)"
10000541,GUS3,10005842,10003572,134.3016728,transit,99,1,1,50,100,"LINESTRING (-112.186775 33.58211387, -112.1870561 33.5818464, -112.1861397 33.5819273, -112.1862507 33.5813135, -112.1863668 33.58140149)"
10000542,GUS3,10003572,10003541,375.5341979,transit,99,1,1,50,100,"LINESTRING (-112.1863668 33.58140149, -112.1862507 33.5813135, -112.18625559999998 33.5808662, -112.1862419 33.5788464, -112.1861791 33.5783254, -112.1861874 33.577954, -112.1863254 33.5779848)"
10000543,GUS3,10003541,10003564,405.0779821,transit,99,1,1,50,100,"LINESTRING (-112.1863254 33.5779848, -112.1861874 33.577954, -112.1862342 33.575132700000005, -112.1862357 33.5747251, -112.1862395 33.5743116, -112.1863432 33.57443239)"
10000544,GUS3,10003564,10003583,559.4365174,transit,99,1,1,50,100,"LINESTRING (-112.1863432 33.57443239, -112.1862395 33.5743116, -112.18624640000002 33.5737825, -112.1862584 33.5731944, -112.1862686 33.5729272, -112.1862861 33.5722846, -112.1862904 33.57202520000001, -112.18629640000002 33.571643200000004, -112.1863048 33.5708464, -112.1863055 33.570769299999995, -112.1863075 33.57051679999999, -112.1863083 33.5704184, -112.1863121 33.5699385, -112.18637040000002 33.5692992, -112.1864726 33.56949416)"
10000545,GUS3,10003583,10005805,486.3016728,transit,99,1,1,50,100,"LINESTRING (-112.1864726 33.56949416, -112.18637040000002 33.5692992, -112.18636770000002 33.568523600000006, -112.1863675 33.5682548, -112.1863043 33.567513, -112.1883133 33.5674625, -112.1876976 33.567437, -112.1871217 33.567446600000004, -112.18700000000001 33.567659)"
10000546,GUS3,10005805,10005808,514.4430332,transit,99,1,1,50,100,"LINESTRING (-112.18700000000001 33.567659, -112.1871217 33.567446600000004, -112.1863043 33.567513, -112.1883133 33.5674625, -112.1890448 33.5674458, -112.18917240000002 33.5674427, -112.1901383 33.567418700000005, -112.190619 33.5674075, -112.1911475 33.5673949, -112.1914524 33.56751768)"
10000547,GUS3,10005808,10005806,396.3862872,transit,99,1,1,50,100,"LINESTRING (-112.1914524 33.56751768, -112.1911475 33.5673949, -112.1943625 33.5673336, -112.1949616 33.5673204, -112.1954236 33.5673119, -112.1958513 33.56743946)"
10000548,GUS3,10005806,10003574,2036.660832,transit,99,1,1,50,100,"LINESTRING (-112.1958513 33.56743946, -112.1954236 33.5673119, -112.1949616 33.5673204, -112.1943625 33.5673336, -112.1911475 33.5673949, -112.190619 33.5674075, -112.1901383 33.567418700000005, -112.18917240000002 33.5674427, -112.1890448 33.5674458, -112.1883133 33.5674625, -112.1876976 33.567437, -112.1871217 33.567446600000004, -112.1863043 33.567513, -112.1863666 33.5671026, -112.1863625 33.56673060000001, -112.1862949 33.5658081, -112.18629950000002 33.5654334, -112.1862821 33.5639201, -112.1862704 33.561553100000005, -112.18626100000002 33.560833200000005, -112.18625459999998 33.5598138, -112.18624540000002 33.5585127, -112.1862422 33.55812879999999, -112.1862317 33.55670739999999, -112.1863328 33.55643108)"
10000549,GUS3,10003574,10006510,450.481866,transit,99,1,1,50,100,"LINESTRING (-112.1863328 33.55643108, -112.1862317 33.55670739999999, -112.1862168 33.554898200000004, -112.1862065 33.553967699999994, -112.186204 33.553078, -112.18569840000002 33.5530815, -112.1857175 33.55295022)"
10000550,GUS3,10006510,10000534,449.5979139,transit,99,1,1,50,100,"LINESTRING (-112.1857175 33.55295022, -112.18569840000002 33.5530815, -112.1854693 33.5530847, -112.1853352 33.5530845, -112.184022 33.5530874, -112.1837988 33.5530886, -112.1832532 33.5530914, -112.1829211 33.5530913, -112.1817329 33.553083, -112.1816766 33.5530828, -112.1812413 33.5530836, -112.1807499 33.553085100000004, -112.1808032 33.55295492)"
10000551,GUS3,10000534,10000533,345.4031823,transit,99,1,1,50,100,"LINESTRING (-112.1808032 33.55295492, -112.1807499 33.553085100000004, -112.1792778 33.553091200000004, -112.178002 33.5530866, -112.1779108 33.5530864, -112.1775137 33.5530895, -112.177023 33.553090000000005, -112.1770776 33.55296141)"
10000552,GUS3,10000533,10000019,399.1688214,transit,99,1,1,50,100,"LINESTRING (-112.1770776 33.55296141, -112.177023 33.553090000000005, -112.1768969 33.5530898, -112.1765005 33.5530922, -112.1737017 33.5530929, -112.1732039 33.5530923, -112.1727167 33.5530847, -112.171956 33.552582)"
10000689,GUS2,10007910,10002123,138.3877201,transit,99,1,1,50,100,"LINESTRING (-112.155843 33.54150300000001, -112.1557625 33.5415271, -112.1557621 33.5411081, -112.1557623 33.5408207, -112.1557516 33.5402831, -112.1558197 33.5398896)"
10000690,GUS2,10002123,10005594,249.1138883,transit,99,1,1,50,100,"LINESTRING (-112.1558197 33.5398896, -112.1557516 33.5402831, -112.1557532 33.5384463, -112.1552703 33.5384457, -112.15452720000002 33.53832589)"
10000691,GUS2,10005594,10000353,274.4817702,transit,99,1,1,50,100,"LINESTRING (-112.15452720000002 33.53832589, -112.1552703 33.5384457, -112.1523097 33.5384425, -112.1522574 33.53831429)"
10000692,GUS2,10000353,10003431,142.2766146,transit,99,1,1,50,100,"LINESTRING (-112.1522574 33.53831429, -112.1523097 33.5384425, -112.1518759 33.538382, -112.151476 33.538438, -112.1514733 33.537882, -112.1516126 33.53772701)"
10000693,GUS2,10003431,10003449,436.0800883,transit,99,1,1,50,100,"LINESTRING (-112.1516126 33.53772701, -112.1514733 33.537882, -112.1514805 33.5366311, -112.151481 33.5361806, -112.1514849 33.534816, -112.1513082 33.5348122, -112.1513143 33.5341044, -112.1515903 33.53438663)"
10000694,GUS2,10003449,10003441,398.9939316,transit,99,1,1,50,100,"LINESTRING (-112.1515903 33.53438663, -112.1513143 33.5341044, -112.15132040000002 33.5333859, -112.1513215 33.5326739, -112.1514908 33.5326739, -112.1514934 33.531744399999994, -112.151495 33.531189399999995, -112.1514964 33.5306578, -112.1516026 33.53071251)"
10000695,GUS2,10003441,10003461,344.8208214,transit,99,1,1,50,100,"LINESTRING (-112.1516026 33.53071251, -112.1514964 33.5306578, -112.1514991 33.5297235, -112.1515011 33.529, -112.1515032 33.5282734, -112.15151670000002 33.527557300000005, -112.1516314 33.52722177)"
10000696,GUS2,10003461,10003417,398.5065803,transit,99,1,1,50,100,"LINESTRING (-112.1516314 33.52722177, -112.15151670000002 33.527557300000005, -112.1515228 33.5261556, -112.1515284 33.5248298, -112.1515294 33.524604, -112.1515306 33.5243316, -112.1515323 33.5239191, -112.1516793 33.52366811)"
10000697,GUS2,10003417,10002124,846.4485296,transit,99,1,1,50,100,"LINESTRING (-112.1516793 33.52366811, -112.1515323 33.5239191, -112.1525322 33.5239935, -112.1529367 33.5239999, -112.1533382 33.5239996, -112.1535858 33.5239973, -112.1538248 33.5239215, -112.1557921 33.523925, -112.1562446 33.52392639999999, -112.1566135 33.5239276, -112.1579139 33.523931899999994, -112.1595625 33.5239374, -112.1600826 33.5239391, -112.1600743 33.5243891, -112.15995929999998 33.52454744)"
10000698,GUS2,10002124,10002125,955.008512,transit,99,1,1,50,100,"LINESTRING (-112.15995929999998 33.52454744, -112.1600743 33.5243891, -112.160074 33.524778399999995, -112.1600608 33.525474800000005, -112.1600593 33.5261851, -112.1600579 33.526891600000006, -112.1600615 33.5272288, -112.1600644 33.5275897, -112.1600672 33.5283415, -112.1600669 33.529076, -112.1600645 33.5293997, -112.16435520000002 33.529393199999994, -112.1648023 33.52943026)"
10000699,GUS2,10002125,10002126,399.5860286,transit,99,1,1,50,100,"LINESTRING (-112.1648023 33.52943026, -112.16435520000002 33.529393199999994, -112.1686608 33.5293691, -112.1682294 33.52943647)"
10000700,GUS2,10002126,10002127,1198.163973,transit,99,1,1,50,100,"LINESTRING (-112.1682294 33.52943647, -112.1686608 33.5293691, -112.1686589 33.5303696, -112.1686566 33.5308146, -112.1686533 33.531236699999994, -112.1691616 33.5312233, -112.1713846 33.5312402, -112.1724892 33.5312427, -112.1730528 33.531245299999995, -112.1737163 33.531255, -112.1745152 33.5312685, -112.1747406 33.5312925, -112.17520220000002 33.531375800000006, -112.1752679 33.5317707, -112.17531329999998 33.5318125, -112.1766879 33.5319175, -112.177402 33.5319147, -112.1774396 33.5322087, -112.1774352 33.5331172, -112.1773245 33.53279944)"
10000701,GUS2,10002127,10002128,322.190026,transit,99,1,1,50,100,"LINESTRING (-112.1773245 33.53279944, -112.1774352 33.5331172, -112.17620159999998 33.5331016, -112.1761947 33.53497, -112.1757902 33.53488719)"
10000702,GUS2,10002128,10005599,394.0299831,transit,99,1,1,50,100,"LINESTRING (-112.1757902 33.53488719, -112.1761947 33.53497, -112.1761928 33.5368024, -112.1761719 33.5385128, -112.17576979999998 33.53861539)"
10000703,GUS2,10005599,10002139,1617.215183,transit,99,1,1,50,100,"LINESTRING (-112.17576979999998 33.53861539, -112.1761719 33.5385128, -112.1765271 33.5385146, -112.1769015 33.538516800000004, -112.1773898 33.5385219, -112.1773867 33.538862300000005, -112.1773868 33.5395196, -112.17739070000002 33.5398143, -112.1773896 33.5401444, -112.1773888 33.5410142, -112.1773874 33.5413902, -112.17738529999998 33.5421642, -112.1774067 33.5431037, -112.1774299 33.544009, -112.177451 33.5449172, -112.1774552 33.5455907, -112.1774626 33.5458146, -112.177466 33.546201, -112.1774953 33.547631800000005, -112.1775081 33.5484959, -112.1775174 33.5493229, -112.1775248 33.5503941, -112.1775241 33.5520488, -112.1774113 33.55169848)"
10000704,GUS2,10002139,10000533,161.2536312,transit,99,1,1,50,100,"LINESTRING (-112.1774113 33.55169848, -112.1775241 33.5520488, -112.1775168 33.5525741, -112.1775137 33.5530895, -112.177023 33.553090000000005, -112.1770776 33.55296141)"
10000705,GUS2,10000533,10000532,399.1680469,transit,99,1,1,50,100,"LINESTRING (-112.1770776 33.55296141, -112.177023 33.553090000000005, -112.1768969 33.5530898, -112.1765005 33.5530922, -112.1737017 33.5530929, -112.1732039 33.5530923, -112.1727167 33.5530847, -112.171761 33.55298965)"
10000706,GUS2,10000532,10006462,383.1597523,transit,99,1,1,50,100,"LINESTRING (-112.171761 33.55298965, -112.1727167 33.5530847, -112.1703162 33.5530911, -112.169873 33.553048, -112.1696632 33.5530452, -112.1688811 33.5530967, -112.16893290000002 33.5527546, -112.1690284 33.55269852)"
10000707,GUS2,10006462,10006461,456.3947533,transit,99,1,1,50,100,"LINESTRING (-112.1690284 33.55269852, -112.16893290000002 33.5527546, -112.1689162 33.552238300000006, -112.16884009999998 33.5519457, -112.1687419 33.5494221, -112.168707 33.5486704, -112.1688186 33.54847036)"
10000708,GUS2,10006461,10006460,409.7081588,transit,99,1,1,50,100,"LINESTRING (-112.1688186 33.54847036, -112.168707 33.5486704, -112.1686815 33.547936, -112.1686578 33.5472216, -112.1686285 33.5465035, -112.1686137 33.5461838, -112.1685933 33.5457549, -112.1685963 33.5454057, -112.1686 33.5449878, -112.1686981 33.54515128)"
10000709,GUS2,10006460,10002129,711.5027344,transit,99,1,1,50,100,"LINESTRING (-112.1686981 33.54515128, -112.1686 33.5449878, -112.1686041 33.5442869, -112.1686108 33.5425096, -112.1686129 33.542114, -112.16808600000002 33.5421463, -112.16438970000002 33.5421334, -112.1649659 33.54206962)"
10000710,GUS2,10002129,10007910,1039.914786,transit,99,1,1,50,100,"LINESTRING (-112.1649659 33.54206962, -112.16438970000002 33.5421334, -112.1634182 33.5421274, -112.1634399 33.5426381, -112.1600939 33.542692100000004, -112.1600917 33.5424798, -112.1567384 33.5425518, -112.1565626 33.5426278, -112.15576740000002 33.5428608, -112.1557648 33.5421094, -112.1557626 33.541651, -112.1557625 33.5415271, -112.155843 33.54150300000001)"
