link_id,name,from_node_id,to_node_id,length,link_type_name,link_type,dir_flag,lanes,free_speed,capacity,geometry
10030343,40,10007081,10007211,1544.281613,transit,99,1,1,50,100,"LINESTRING (-111.7368611 33.415648600000004, -111.736421 33.4155684, -111.7392149 33.4155544, -111.7396207 33.4155526, -111.7411233 33.4155489, -111.7415952 33.4155484, -111.7431944 33.4155412, -111.744399 33.4155403, -111.7450856 33.4155404, -111.745606 33.415544, -111.7467252 33.4155495, -111.7472535 33.4155521, -111.7474494 33.415553, -111.7474478 33.4153975, -111.7457131 33.4153957, -111.745086 33.415395000000004, -111.742025 33.4154044, -111.7419428 33.41563526)"
10030344,40,10007211,10007208,777.761517,transit,99,1,1,50,100,"LINESTRING (-111.7419428 33.41563526, -111.742025 33.4154044, -111.7415956 33.4154029, -111.7415952 33.4155484, -111.7431944 33.4155412, -111.744399 33.4155403, -111.7450856 33.4155404, -111.745606 33.415544, -111.7467252 33.4155495, -111.7472535 33.4155521, -111.7474494 33.415553, -111.7474478 33.4153975, -111.7457131 33.4153957, -111.7461057 33.41562351)"
10030345,40,10007208,10007206,1470.579824,transit,99,1,1,50,100,"LINESTRING (-111.7461057 33.41562351, -111.7457131 33.4153957, -111.745086 33.415395000000004, -111.742025 33.4154044, -111.7415956 33.4154029, -111.7415952 33.4155484, -111.7431944 33.4155412, -111.744399 33.4155403, -111.7450856 33.4155404, -111.745606 33.415544, -111.7467252 33.4155495, -111.7472535 33.4155521, -111.7474494 33.415553, -111.74879409999998 33.415574, -111.749398 33.415583000000005, -111.7509478 33.4155862, -111.7513894 33.415591, -111.7514638 33.4155911, -111.7514593 33.415468100000005, -111.7513136 33.4154686, -111.7499242 33.4154544, -111.74975829999998 33.41566448)"
10030346,40,10007206,10007078,1599.755756,transit,99,1,1,50,100,"LINESTRING (-111.74975829999998 33.41566448, -111.7499242 33.4154544, -111.7493955 33.4154334, -111.749398 33.415583000000005, -111.7509478 33.4155862, -111.7513894 33.415591, -111.7514638 33.4155911, -111.751596 33.4155912, -111.7528144 33.415586, -111.7537247 33.415581800000005, -111.7575216 33.4155708, -111.7579567 33.4155696, -111.7598861 33.4155574, -111.7602639 33.4155549, -111.760263 33.4154305, -111.7583732 33.4154363, -111.7579565 33.4154376, -111.75475120000002 33.4154507, -111.7546322 33.41565227)"
10030347,40,10007078,10007205,501.9166683,transit,99,1,1,50,100,"LINESTRING (-111.7546322 33.41565227, -111.75475120000002 33.4154507, -111.7537247 33.4154577, -111.7537229 33.4155197, -111.7537247 33.415581800000005, -111.7575216 33.4155708, -111.7579567 33.4155696, -111.758112 33.41563837)"
10030348,40,10007205,10007709,576.2997004,transit,99,1,1,50,100,"LINESTRING (-111.758112 33.41563837, -111.7579567 33.4155696, -111.7598861 33.4155574, -111.7602639 33.4155549, -111.7641642 33.4155408, -111.7627795 33.4156114)"
10030349,40,10007709,10007708,189.2563314,transit,99,1,1,50,100,"LINESTRING (-111.7627795 33.4156114, -111.7641642 33.4155408, -111.7645608 33.4155386, -111.7655696 33.4155364, -111.7662017 33.415535, -111.7660377 33.41559816)"
10030350,40,10007708,10007077,453.4288358,transit,99,1,1,50,100,"LINESTRING (-111.7660377 33.41559816, -111.7662017 33.415535, -111.7684704 33.415523300000004, -111.7688602 33.4155201, -111.7700409 33.415515500000005, -111.7710863 33.4155111, -111.7706306 33.41558111)"
10030351,40,10007077,10007200,1351.484216,transit,99,1,1,50,100,"LINESTRING (-111.7706306 33.41558111, -111.7710863 33.4155111, -111.7732758 33.4155032, -111.7738752 33.4155018, -111.7770025 33.415492300000004, -111.7775837 33.4154894, -111.7811103 33.4154743, -111.781813 33.4154723, -111.781817 33.4153414, -111.7781404 33.4153634, -111.77792959999998 33.41555413)"
10030352,40,10007200,10007197,841.1794485,transit,99,1,1,50,100,"LINESTRING (-111.77792959999998 33.41555413, -111.7781404 33.4153634, -111.7775944 33.4153636, -111.7775837 33.4154894, -111.7811103 33.4154743, -111.781813 33.4154723, -111.7825935 33.4154701, -111.7830036 33.4154678, -111.7832037 33.4154667, -111.78415859999998 33.415465600000005, -111.7843289 33.4154645, -111.78505049999998 33.4154623, -111.7854361 33.4154612, -111.785949 33.4154612, -111.785801 33.415524)"
10030353,40,10007197,10007074,213.4656428,transit,99,1,1,50,100,"LINESTRING (-111.785801 33.415524, -111.785949 33.4154612, -111.7871777 33.4154611, -111.7872241 33.415460499999995, -111.7882654 33.4154529, -111.78835929999998 33.415388300000004, -111.788846 33.415534)"
10030354,40,10007074,10004844,932.6814593,transit,99,1,1,50,100,"LINESTRING (-111.788846 33.415534, -111.78835929999998 33.415388300000004, -111.7882684 33.4152864, -111.7881732 33.415388300000004, -111.7882654 33.4154529, -111.7900086 33.4154532, -111.7904782 33.4154377, -111.7917854 33.4154122, -111.7926102 33.415391, -111.794073 33.4153895, -111.7944577 33.4153125, -111.7964413 33.415355600000005, -111.7968523 33.4152811, -111.7980829 33.4153292, -111.798537 33.415374)"
10030355,40,10004844,10007073,553.0224306,transit,99,1,1,50,100,"LINESTRING (-111.798537 33.415374, -111.7980829 33.4153292, -111.7994756 33.4153159, -111.7997197 33.4153234, -111.8006362 33.4153248, -111.80103590000002 33.4152463, -111.8017855 33.415325, -111.8020833 33.4153229, -111.8036999 33.4153141, -111.8040394 33.4153023, -111.804251 33.415361)"
10030356,40,10007073,10004848,1329.026471,transit,99,1,1,50,100,"LINESTRING (-111.804251 33.415361, -111.8040394 33.4153023, -111.8047919 33.4152615, -111.8053101 33.415230699999995, -111.8053131 33.4150484, -111.8053142 33.4146185, -111.80532990000002 33.413008000000005, -111.8070018 33.412993, -111.806997 33.4122639, -111.8070003 33.4115299, -111.8075635 33.411523200000005, -111.8080383 33.411514399999994, -111.8091407 33.4115032, -111.809144 33.4150411, -111.8085667 33.4150625, -111.808565 33.415246999999994)"
10030357,40,10004848,10004847,1071.632042,transit,99,1,1,50,100,"LINESTRING (-111.808565 33.415246999999994, -111.8085667 33.4150625, -111.8082622 33.415064, -111.808047 33.4150689, -111.8076107 33.4150678, -111.80669640000002 33.4150331, -111.8063568 33.415031, -111.8053131 33.4150484, -111.8053101 33.415230699999995, -111.8063195 33.415211199999995, -111.80729209999998 33.4152043, -111.8077916 33.4152, -111.808042 33.415198600000004, -111.8082681 33.4151971, -111.8088926 33.4151929, -111.8091404 33.4151912, -111.809254 33.415192600000005, -111.809924 33.4151891, -111.810247 33.4151877, -111.8114448 33.4151805, -111.8118913 33.415183500000005, -111.812657 33.4151788, -111.81301709999998 33.4151777, -111.8133793 33.4151939, -111.813258 33.415262)"
10030358,40,10004847,10004846,479.6834055,transit,99,1,1,50,100,"LINESTRING (-111.813258 33.415262, -111.8133793 33.4151939, -111.8136709 33.4151939, -111.8138704 33.4152278, -111.8139115 33.4152551, -111.8141497 33.4152711, -111.8141787 33.415258, -111.8144891 33.4151905, -111.8147303 33.415181, -111.814827 33.4151772, -111.8150812 33.4151655, -111.8157485 33.415151, -111.8160992 33.41515510000001, -111.8171508 33.4151685, -111.8184982 33.4151627, -111.818824 33.41521256)"
10030359,40,10004846,10004849,452.9334466,transit,99,1,1,50,100,"LINESTRING (-111.818824 33.41521256, -111.8184982 33.4151627, -111.82061509999998 33.415158500000004, -111.8222004 33.4151557, -111.8229613 33.415067, -111.8233774 33.4151557, -111.8232787 33.41521438)"
10030360,40,10004849,10004845,709.5902129,transit,99,1,1,50,100,"LINESTRING (-111.8232787 33.41521438, -111.8233774 33.4151557, -111.8238512 33.415136100000005, -111.8246015 33.4151367, -111.82559340000002 33.4151357, -111.8262749 33.4150783, -111.8281519 33.41515, -111.8284714 33.415152, -111.8288886 33.4151563, -111.8288874 33.4150828, -111.828888 33.415020500000004, -111.826919 33.4150187, -111.8268446 33.41522692)"
10030361,40,10004845,10005713,1209.114956,transit,99,1,1,50,100,"LINESTRING (-111.8268446 33.41522692, -111.826919 33.4150187, -111.8262749 33.4150783, -111.8281519 33.41515, -111.8284714 33.415152, -111.8288886 33.4151563, -111.8306232 33.4151957, -111.8314793 33.4151147, -111.8334067 33.4151716, -111.833943 33.4151681, -111.8340969 33.4151097, -111.83598700000002 33.415178600000004, -111.836702 33.4151167, -111.8347491 33.4150484, -111.8346376 33.41523717)"
10030362,40,10005713,10005709,1150.75417,transit,99,1,1,50,100,"LINESTRING (-111.8346376 33.41523717, -111.8347491 33.4150484, -111.8340969 33.4151097, -111.83598700000002 33.415178600000004, -111.836702 33.4151167, -111.83823259999998 33.4152051, -111.8388636 33.415211199999995, -111.839353 33.415220399999995, -111.8398528 33.4152278, -111.8399457 33.4152287, -111.8400462 33.4152269, -111.8400469 33.4151273, -111.8400448 33.4150374, -111.8400242 33.414171, -111.8421061 33.4141529, -111.8421058 33.4150279, -111.8407057 33.4150343, -111.8406594 33.41530801)"
10030363,40,10005709,10005710,1221.419544,transit,99,1,1,50,100,"LINESTRING (-111.8406594 33.41530801, -111.8407057 33.4150343, -111.8400448 33.4150374, -111.839936 33.4150376, -111.8398469 33.415037, -111.839848 33.4151278, -111.8398528 33.4152278, -111.8399457 33.4152287, -111.8400462 33.4152269, -111.8422284 33.4151635, -111.84417859999998 33.4151396, -111.845167 33.4151276, -111.8476526 33.4151144, -111.8483095 33.4151193, -111.8483095 33.41503839999999, -111.84831 33.414950899999994, -111.8475886 33.4149602, -111.8448992 33.4149928, -111.844772 33.41520247)"
10030364,40,10005710,10005711,1910.345507,transit,99,1,1,50,100,"LINESTRING (-111.844772 33.41520247, -111.8448992 33.4149928, -111.8441695 33.4149884, -111.8441908 33.4141088, -111.8441925 33.4132435, -111.8483235 33.4131984, -111.8514373 33.413137400000004, -111.8545575 33.413137400000004, -111.8546124 33.414875, -111.8493075 33.4149408, -111.8489403 33.41518551)"
10030365,40,10005711,10005718,630.2258177,transit,99,1,1,50,100,"LINESTRING (-111.8489403 33.41518551, -111.8493075 33.4149408, -111.84831 33.414950899999994, -111.8483095 33.41503839999999, -111.8483095 33.4151193, -111.8501549 33.4150783, -111.85389740000002 33.4150286, -111.85309540000002 33.41508099)"
10030366,40,10005718,10005708,341.7933594,transit,99,1,1,50,100,"LINESTRING (-111.85309540000002 33.41508099, -111.85389740000002 33.4150286, -111.8546318 33.415045, -111.8566189 33.4150339, -111.857764 33.4149851, -111.857555 33.415098699999994)"
10030367,40,10005708,10005717,410.6421245,transit,99,1,1,50,100,"LINESTRING (-111.857555 33.415098699999994, -111.857764 33.4149851, -111.8597591 33.4149758, -111.8621872 33.4149664, -111.8614127 33.4150113)"
10030368,40,10005717,10005712,302.0840228,transit,99,1,1,50,100,"LINESTRING (-111.8614127 33.4150113, -111.8621872 33.4149664, -111.86418229999998 33.4149596, -111.8648174 33.4149559, -111.8654406 33.4149532, -111.8658932 33.41498231)"
10030369,40,10005712,10007114,467.7869986,transit,99,1,1,50,100,"LINESTRING (-111.8658932 33.41498231, -111.8654406 33.4149532, -111.8693429 33.4149673, -111.8700108 33.4149733, -111.87047920000002 33.4149751, -111.8703152 33.41510176)"
10030370,40,10007114,10005719,1881.360917,transit,99,1,1,50,100,"LINESTRING (-111.8703152 33.41510176, -111.87047920000002 33.4149751, -111.8705491 33.4149756, -111.8711171 33.4149782, -111.87121770000002 33.4149787, -111.8718612 33.4149801, -111.8734264 33.4149765, -111.8744735 33.4149699, -111.8769953 33.4149067, -111.878231 33.4149028, -111.8789542 33.4148986, -111.8809926 33.4148907, -111.8823722 33.4149067, -111.8830544 33.4149027, -111.883054 33.4147971, -111.8830537 33.414715, -111.8789106 33.4147541, -111.8787122 33.414754800000004, -111.875571 33.4147243, -111.8753957 33.4147256, -111.8753845 33.41504133)"
10030371,40,10005719,10005715,509.8174714,transit,99,1,1,50,100,"LINESTRING (-111.8753845 33.41504133, -111.8753957 33.4147256, -111.8744757 33.4147344, -111.874378 33.4148295, -111.8744735 33.4149699, -111.8769953 33.4149067, -111.878231 33.4149028, -111.8789542 33.4148986, -111.8791131 33.41495713)"
10030372,40,10005715,10005716,380.6279524,transit,99,1,1,50,100,"LINESTRING (-111.8791131 33.41495713, -111.8789542 33.4148986, -111.8809926 33.4148907, -111.8823722 33.4149067, -111.8830544 33.4149027, -111.8833724 33.41496092)"
10030373,40,10005716,10004530,298.2939679,transit,99,1,1,50,100,"LINESTRING (-111.8833724 33.41496092, -111.8830544 33.4149027, -111.8845444 33.41488, -111.8847826 33.4148783, -111.8850132 33.4148812, -111.8862649 33.4148201, -111.8858611 33.41495551)"
10030374,40,10004530,10007099,784.9999127,transit,99,1,1,50,100,"LINESTRING (-111.8858611 33.41495551, -111.8862649 33.4148201, -111.8879873 33.4149357, -111.8888701 33.4149255, -111.8891139 33.4149149, -111.8902049 33.414886100000004, -111.8907322 33.4148862, -111.8908425 33.4148844, -111.8918118 33.4148726, -111.89194 33.4148713, -111.891949 33.414684, -111.8918114 33.414687, -111.8908598 33.4146887, -111.8907244 33.4146938, -111.8902059 33.4147027, -111.889885 33.4147202, -111.8893937 33.4147239, -111.889619 33.413785)"
10035061,61,10004993,10005020,578.1339554,transit,99,1,1,50,100,"LINESTRING (-111.911766 33.39309382, -111.9119334 33.392972, -111.9155804 33.3929729, -111.9170665 33.3929684, -111.9177482 33.3929647, -111.9181602 33.392961699999994, -111.918193 33.39308312)"
10035075,61,10005905,10002450,310.130478,transit,99,1,1,50,100,"LINESTRING (-111.9757213 33.3928898, -111.9755319 33.392761300000004, -111.9759962 33.3927558, -111.9774582 33.3927562, -111.9783342 33.3927585, -111.9783332 33.393207399999994, -111.9781572 33.39312513)"
10044443,96,10007245,10007247,405.5327877,transit,99,1,1,50,100,"LINESTRING (-111.86920829999998 33.43112562, -111.86934270000002 33.431215, -111.8671958 33.4342393, -111.8671243 33.43357361)"
10044444,96,10007247,10007190,411.7847174,transit,99,1,1,50,100,"LINESTRING (-111.8671243 33.43357361, -111.8671958 33.4342393, -111.8689547 33.4343192, -111.8697505 33.4344374, -111.8679308 33.43419650000001, -111.8681654 33.43437486)"
10044445,96,10007190,10007189,864.1615441,transit,99,1,1,50,100,"LINESTRING (-111.8681654 33.43437486, -111.8679308 33.43419650000001, -111.8671958 33.4342393, -111.8689547 33.4343192, -111.8697505 33.4344374, -111.8698096 33.4345088, -111.8699098 33.4344952, -111.87123909999998 33.4333818, -111.8718857 33.433162800000005, -111.8729307 33.4327816, -111.8735075 33.432321, -111.8742431 33.43144, -111.8743356 33.43136043)"
10044446,96,10007189,10007406,226.9024701,transit,99,1,1,50,100,"LINESTRING (-111.8743356 33.43136043, -111.8742431 33.43144, -111.8743677 33.4302373, -111.8742752 33.4294355, -111.8744399 33.42909774)"
10044447,96,10007406,10007648,392.3870077,transit,99,1,1,50,100,"LINESTRING (-111.8744399 33.42909774, -111.8742752 33.4294355, -111.8742922 33.4287514, -111.8742956 33.4285218, -111.8742984 33.42817539999999, -111.8743103 33.427432, -111.8743216 33.42667539999999, -111.8743344 33.4259077, -111.8744928 33.42566552)"
10044448,96,10007648,10003894,486.6859668,transit,99,1,1,50,100,"LINESTRING (-111.8744928 33.42566552, -111.8743344 33.4259077, -111.8743517 33.4244896, -111.8743476 33.4241458, -111.8743517 33.423850300000005, -111.87435890000002 33.4233153, -111.87436329999998 33.4230014, -111.8743759 33.4221034, -111.8743891 33.4215319, -111.874562 33.42157877)"
10044449,96,10003894,10003885,388.9169745,transit,99,1,1,50,100,"LINESTRING (-111.874562 33.42157877, -111.8743891 33.4215319, -111.8743938 33.4213274, -111.87439840000002 33.4209602, -111.8743982 33.420316, -111.8743913 33.4197861, -111.8743962 33.4190691, -111.8743902 33.4187739, -111.874413 33.4180352, -111.8745608 33.41828322)"
10044450,96,10003885,10002265,855.4071437,transit,99,1,1,50,100,"LINESTRING (-111.8745608 33.41828322, -111.874413 33.4180352, -111.87441909999998 33.417717, -111.8744228 33.41752, -111.8744312 33.4171203, -111.8744445 33.416751, -111.8744501 33.4166407, -111.87445320000002 33.4165265, -111.8744649 33.416087899999994, -111.874542 33.4159091, -111.8745541 33.4155087, -111.8745593 33.4153355, -111.8744735 33.4149699, -111.8745716 33.4148294, -111.8744757 33.4147344, -111.8726993 33.4147562, -111.8718535 33.414748100000004, -111.8707955 33.4147532, -111.8706873 33.4147535, -111.870013 33.4147571, -111.87001200000002 33.4148611, -111.8700108 33.4149733, -111.8700043 33.4154912, -111.870365 33.415543)"
10044451,96,10002265,10004316,672.622394,transit,99,1,1,50,100,"LINESTRING (-111.870365 33.415543, -111.8700043 33.4154912, -111.8700108 33.4149733, -111.87047920000002 33.4149751, -111.8705491 33.4149756, -111.8711171 33.4149782, -111.87121770000002 33.4149787, -111.8718612 33.4149801, -111.8734264 33.4149765, -111.8744735 33.4149699, -111.8745716 33.4148294, -111.8744757 33.4147344, -111.8745677 33.4136038, -111.8744965 33.413082300000006, -111.8746625 33.41266937)"
10044452,96,10004316,10004318,761.2461971,transit,99,1,1,50,100,"LINESTRING (-111.8746625 33.41266937, -111.8744965 33.413082300000006, -111.8746102 33.409919, -111.874615 33.4094877, -111.8746311 33.408406400000004, -111.8745516 33.4075921, -111.8745593 33.4064445, -111.8744636 33.406777500000004, -111.87475259999998 33.40696023)"
10044453,96,10004318,10004324,543.8968601,transit,99,1,1,50,100,"LINESTRING (-111.87475259999998 33.40696023, -111.8744636 33.406777500000004, -111.8745516 33.4075921, -111.8745593 33.4064445, -111.8745581 33.4063199, -111.87455590000002 33.4060968, -111.8745547 33.4056714, -111.874567 33.4046115, -111.8745927 33.4033719, -111.8747439 33.40316043)"
10044454,96,10004324,10004317,380.8192627,transit,99,1,1,50,100,"LINESTRING (-111.8747439 33.40316043, -111.8745927 33.4033719, -111.8745923 33.4009262, -111.8745921 33.400725800000004, -111.8745927 33.400319399999994, -111.8745943 33.3999475, -111.87475659999998 33.39996975)"
10044455,96,10004317,10004319,355.5037632,transit,99,1,1,50,100,"LINESTRING (-111.87475659999998 33.39996975, -111.8745943 33.3999475, -111.8745953 33.3996958, -111.8745975 33.3991704, -111.8745996 33.3986803, -111.8746013 33.3982844, -111.8746061 33.3978233, -111.8746013 33.396750899999994, -111.87476909999998 33.39649722)"
10044456,96,10004319,10004323,491.8275998,transit,99,1,1,50,100,"LINESTRING (-111.87476909999998 33.39649722, -111.8746013 33.396750899999994, -111.8746105 33.3948377, -111.8746163 33.3938687, -111.8746254 33.393067200000004, -111.8746315 33.3921674, -111.8748236 33.39256429)"
10044457,96,10004323,10004325,360.7886443,transit,99,1,1,50,100,"LINESTRING (-111.8748236 33.39256429, -111.8746315 33.3921674, -111.8746334 33.3916236, -111.8746411 33.391255699999995, -111.8746422 33.3909297, -111.87464950000002 33.390347, -111.8746484 33.3898143, -111.8746447 33.3892711, -111.87464540000002 33.388923600000005, -111.8748556 33.38871365)"
10044458,96,10004325,10004320,1153.33483,transit,99,1,1,50,100,"LINESTRING (-111.8748556 33.38871365, -111.87464540000002 33.388923600000005, -111.8746467 33.3883206, -111.8747432 33.3878155, -111.8747567 33.3874461, -111.87475890000002 33.387398600000004, -111.8747667 33.387231, -111.8747711 33.3871359, -111.8747967 33.386358, -111.874798 33.3861754, -111.87480390000002 33.3854721, -111.87480359999998 33.385279700000005, -111.8750973 33.3834907, -111.87532040000002 33.3828336, -111.8765901 33.3814143, -111.8769115 33.3810011, -111.87675459999998 33.3809139, -111.8755039 33.382387300000005, -111.875659 33.382566600000004)"
10044459,96,10004320,10000020,1046.64,transit,99,1,1,50,100,"LINESTRING (-111.875659 33.382566600000004, -111.8755039 33.382387300000005, -111.87532040000002 33.3828336, -111.8742176 33.382586100000005, -111.8739945 33.382063, -111.87384 33.3811456, -111.874106 33.3804575, -111.8726812 33.3800132, -111.8732461 33.3786597, -111.8747762 33.378651399999995, -111.8753855 33.378646999999994, -111.8767277 33.378639, -111.8770681 33.37838207)"
10044460,96,10002532,10002536,1337.181212,transit,99,1,1,50,100,"LINESTRING (-111.87743020000002 33.37894241, -111.8776999 33.379197600000005, -111.8777343 33.3785543, -111.87732520000002 33.37982589999999, -111.8770075 33.3804983, -111.87675459999998 33.3809139, -111.8755039 33.382387300000005, -111.87532040000002 33.3828336, -111.8746413 33.3843843, -111.8746168 33.384518, -111.8745401 33.3852841, -111.8745417 33.3854611, -111.8745413 33.386181, -111.8745352 33.38636810000001, -111.8747967 33.386358, -111.874798 33.3861754, -111.87480390000002 33.3854721, -111.87480359999998 33.385279700000005, -111.8750973 33.3834907, -111.8749132 33.38311923)"
10044461,96,10002536,10002539,865.6514081,transit,99,1,1,50,100,"LINESTRING (-111.8749132 33.38311923, -111.8750973 33.3834907, -111.87532040000002 33.3828336, -111.8746413 33.3843843, -111.8746168 33.384518, -111.8745401 33.3852841, -111.8745417 33.3854611, -111.8745413 33.386181, -111.8745352 33.38636810000001, -111.8745665 33.3876304, -111.8746467 33.3883206, -111.87464540000002 33.388923600000005, -111.8746447 33.3892711, -111.8746484 33.3898143, -111.8744443 33.38978577)"
10044462,96,10002539,10002538,432.9813069,transit,99,1,1,50,100,"LINESTRING (-111.8744443 33.38978577, -111.8746484 33.3898143, -111.87464950000002 33.390347, -111.8746422 33.3909297, -111.8746411 33.391255699999995, -111.8746334 33.3916236, -111.8746315 33.3921674, -111.8746254 33.393067200000004, -111.8746163 33.3938687, -111.874405 33.39358314)"
10044463,96,10002538,10002133,648.0137366,transit,99,1,1,50,100,"LINESTRING (-111.874405 33.39358314, -111.8746163 33.3938687, -111.8746105 33.3948377, -111.8746013 33.396750899999994, -111.8746061 33.3978233, -111.8746013 33.3982844, -111.8745996 33.3986803, -111.8745975 33.3991704, -111.8745953 33.3996958, -111.8744097 33.39966508)"
10044464,96,10002133,10002540,408.7962202,transit,99,1,1,50,100,"LINESTRING (-111.8744097 33.39966508, -111.8745953 33.3996958, -111.8745943 33.3999475, -111.8745927 33.400319399999994, -111.8745921 33.400725800000004, -111.8745923 33.4009262, -111.8745927 33.4033719, -111.874444 33.403399)"
10044465,96,10002540,10002533,1583.754223,transit,99,1,1,50,100,"LINESTRING (-111.874444 33.403399, -111.8745927 33.4033719, -111.874567 33.4046115, -111.8745547 33.4056714, -111.87455590000002 33.4060968, -111.8745581 33.4063199, -111.8745593 33.4064445, -111.8744636 33.406777500000004, -111.8745516 33.4075921, -111.8744481 33.4089193, -111.87444440000002 33.4094815, -111.8744381 33.4105403, -111.8744339 33.4112162, -111.8744965 33.413082300000006, -111.8746102 33.409919, -111.874615 33.4094877, -111.8746311 33.408406400000004, -111.87429640000002 33.40812406)"
10044466,96,10002533,10002264,1376.45226,transit,99,1,1,50,100,"LINESTRING (-111.87429640000002 33.40812406, -111.8746311 33.408406400000004, -111.8745516 33.4075921, -111.8744481 33.4089193, -111.87444440000002 33.4094815, -111.8744381 33.4105403, -111.8744339 33.4112162, -111.8744965 33.413082300000006, -111.8744066 33.413665, -111.8743953 33.414166200000004, -111.8744757 33.4147344, -111.8726993 33.4147562, -111.8718535 33.414748100000004, -111.8707955 33.4147532, -111.8706873 33.4147535, -111.870013 33.4147571, -111.87001200000002 33.4148611, -111.8700108 33.4149733, -111.8700043 33.4154912, -111.8700033 33.4156921, -111.870404 33.415725)"
10044467,96,10002264,10001824,632.0676955,transit,99,1,1,50,100,"LINESTRING (-111.870404 33.415725, -111.8700033 33.4156921, -111.8700043 33.4154912, -111.8700108 33.4149733, -111.87047920000002 33.4149751, -111.8705491 33.4149756, -111.8711171 33.4149782, -111.87121770000002 33.4149787, -111.8718612 33.4149801, -111.8734264 33.4149765, -111.8744735 33.4149699, -111.8743808 33.415523, -111.8744649 33.416087899999994, -111.874542 33.4159091, -111.8742347 33.41582734)"
10044468,96,10001824,10006608,529.1395455,transit,99,1,1,50,100,"LINESTRING (-111.8742347 33.41582734, -111.874542 33.4159091, -111.8745541 33.4155087, -111.8745593 33.4153355, -111.8744735 33.4149699, -111.8743808 33.415523, -111.8744649 33.416087899999994, -111.87445320000002 33.4165265, -111.8744501 33.4166407, -111.8744445 33.416751, -111.8744312 33.4171203, -111.8744228 33.41752, -111.87441909999998 33.417717, -111.874413 33.4180352, -111.8743902 33.4187739, -111.8742028 33.41855277)"
10044469,96,10006608,10001825,370.3368445,transit,99,1,1,50,100,"LINESTRING (-111.8742028 33.41855277, -111.8743902 33.4187739, -111.8743962 33.4190691, -111.8743913 33.4197861, -111.8743982 33.420316, -111.87439840000002 33.4209602, -111.8743938 33.4213274, -111.8743891 33.4215319, -111.8743759 33.4221034, -111.8741856 33.42251067)"
10044470,96,10001825,10001820,423.1491306,transit,99,1,1,50,100,"LINESTRING (-111.8741856 33.42251067, -111.8743759 33.4221034, -111.87436329999998 33.4230014, -111.87435890000002 33.4233153, -111.8743517 33.423850300000005, -111.8743476 33.4241458, -111.8743517 33.4244896, -111.8743344 33.4259077, -111.8741584 33.42603778)"
10044471,96,10001820,10007246,594.5243532,transit,99,1,1,50,100,"LINESTRING (-111.8741584 33.42603778, -111.8743344 33.4259077, -111.8743216 33.42667539999999, -111.8743103 33.427432, -111.8742984 33.42817539999999, -111.8742956 33.4285218, -111.8742922 33.4287514, -111.8742752 33.4294355, -111.8741035 33.4312297, -111.8740045 33.43095482)"
10044472,96,10007246,10007245,566.3015215,transit,99,1,1,50,100,"LINESTRING (-111.8740045 33.43095482, -111.8741035 33.4312297, -111.8740324 33.431445399999994, -111.8738232 33.431858899999995, -111.8735075 33.432321, -111.86934270000002 33.431215, -111.86920829999998 33.43112562)"
10044519,96,10004320,10007350,959.1813313,transit,99,1,1,50,100,"LINESTRING (-111.875659 33.382566600000004, -111.8755039 33.382387300000005, -111.87532040000002 33.3828336, -111.8765901 33.3814143, -111.8769115 33.3810011, -111.8773607 33.380216100000005, -111.8775041 33.3798737, -111.8776226 33.3795085, -111.8776999 33.379197600000005, -111.8777343 33.3785543, -111.8782638 33.3770035, -111.8784373 33.3764658, -111.8778256 33.3776903, -111.878086 33.37785)"
10044520,96,10007350,10007183,459.8263658,transit,99,1,1,50,100,"LINESTRING (-111.878086 33.37785, -111.8778256 33.3776903, -111.8777343 33.3785543, -111.8782638 33.3770035, -111.8784373 33.3764658, -111.8791013 33.3757168, -111.8793513 33.3754343, -111.8796174 33.3751841)"
10044521,96,10007183,10007182,412.5020476,transit,99,1,1,50,100,"LINESTRING (-111.8796174 33.3751841, -111.8793513 33.3754343, -111.880231 33.3738314, -111.8804322 33.372388, -111.8803841 33.3719104, -111.8804079 33.37159176)"
10044522,96,10007182,10007185,572.3894045,transit,99,1,1,50,100,"LINESTRING (-111.8804079 33.37159176, -111.8803841 33.3719104, -111.8800617 33.370798300000004, -111.8798906 33.3704459, -111.8797574 33.3702136, -111.87954750000002 33.3700577, -111.8788592 33.3689637, -111.8780545 33.367854, -111.8775894 33.3673782, -111.8775622 33.36702471)"
10044523,96,10007185,10007186,480.6742939,transit,99,1,1,50,100,"LINESTRING (-111.8775622 33.36702471, -111.8775894 33.3673782, -111.8767939 33.3654032, -111.8767283 33.364896, -111.8767235 33.3647386, -111.8766085 33.364070299999995, -111.8766021 33.3639068, -111.8765961 33.363187, -111.8767852 33.36318767)"
10044524,96,10007186,10007187,306.1977659,transit,99,1,1,50,100,"LINESTRING (-111.8767852 33.36318767, -111.8765961 33.363187, -111.8765935 33.362914399999994, -111.8765842 33.3619095, -111.876581 33.3615531, -111.8765778 33.3611855, -111.8765717 33.3604338, -111.8766946 33.36018522)"
